(-1.0,0.0),blue
(0.0,-1.0),red
(1.0,0.0),green
(0.0,1.0),orange
(0.0,-2.0),blue
(2.0,0.0),red
(0.0,2.0),green
(-2.0,0.0),orange
(0.0,1.0),blue
(-1.0,0.0),red
(0.0,-1.0),green
(1.0,0.0),orange
(-1.0,-1.0),blue
(1.0,-1.0),red
(1.0,1.0),green
(-1.0,1.0),orange
(1.0,-1.0),blue
(1.0,1.0),red
(-1.0,1.0),green
(-1.0,-1.0),orange
(0.0,0.0),blue
(0.0,0.0),red
(0.0,0.0),green
(0.0,0.0),orange
(0.0,-1.0),blue
(1.0,0.0),red
(0.0,1.0),green
(-1.0,0.0),orange
(1.0,1.0),blue
(-1.0,1.0),red
(-1.0,-1.0),green
(1.0,-1.0),orange
(-1.0,0.0),blue
(0.0,-1.0),red
(1.0,0.0),green
(0.0,1.0),orange
(-2.0,1.0),blue
(-1.0,-2.0),red
(2.0,-1.0),green
(1.0,2.0),orange
(-1.0,-3.0),blue
(3.0,-1.0),red
(1.0,3.0),green
(-3.0,1.0),orange
(2.0,0.0),blue
(0.0,2.0),red
(-2.0,0.0),green
(0.0,-2.0),orange
(0.0,1.0),blue
(-1.0,0.0),red
(0.0,-1.0),green
(1.0,0.0),orange
(-1.0,2.0),blue
(-2.0,-1.0),red
(1.0,-2.0),green
(2.0,1.0),orange
(-2.0,-2.0),blue
(2.0,-2.0),red
(2.0,2.0),green
(-2.0,2.0),orange
(0.0,3.0),blue
(-3.0,0.0),red
(0.0,-3.0),green
(3.0,0.0),orange
(-3.0,-1.0),blue
(1.0,-3.0),red
(3.0,1.0),green
(-1.0,3.0),orange
