(-4.0,0.0),blue
(4.0,0.0),red
(-4.0,0.0),green
(4.0,0.0),orange
(-4.0,0.0),black
(4.0,0.0),purple
(-4.0,0.0),cyan
(4.0,0.0),magenta
(-4.0,0.0),yellow
(4.0,0.0),brown
(-4.0,0.0),lime
(0.0,-4.0),teal
(4.0,0.0),pink
(0.0,4.0),lavender
(-4.0,0.0),maroon
(0.0,-4.0),olive
(4.0,0.0),navy
(0.0,4.0),aquamarine
(-4.0,0.0),gold
(0.0,-4.0),black
(4.0,0.0),black
(0.0,4.0),black
(-4.0,0.0),black
(0.0,-4.0),black
(4.0,0.0),black
(0.0,4.0),black
(-4.0,0.0),black
(0.0,-4.0),black
(4.0,0.0),black
(0.0,4.0),black
(-4.0,0.0),black
(0.0,-4.0),black
(4.0,0.0),black
(0.0,4.0),black
(4.0,-2.0),blue
(-4.0,2.0),red
(4.0,-2.0),green
(-4.0,2.0),orange
(4.0,-2.0),black
(-4.0,2.0),purple
(4.0,-2.0),cyan
(-4.0,2.0),magenta
(4.0,-2.0),yellow
(-4.0,2.0),brown
(0.0,-6.0),lime
(6.0,0.0),teal
(0.0,6.0),pink
(-6.0,0.0),lavender
(0.0,-6.0),maroon
(6.0,0.0),olive
(0.0,6.0),navy
(-6.0,0.0),aquamarine
(0.0,-6.0),gold
(6.0,0.0),black
(0.0,6.0),black
(-6.0,0.0),black
(0.0,-6.0),black
(6.0,0.0),black
(0.0,6.0),black
(-6.0,0.0),black
(0.0,-6.0),black
(6.0,0.0),black
(0.0,6.0),black
(-6.0,0.0),black
(0.0,-6.0),black
(6.0,0.0),black
(0.0,6.0),black
(-6.0,0.0),black
(0.0,-6.0),black
(6.0,0.0),black
(0.0,6.0),black
(-6.0,0.0),black
(0.0,-114.0),blue
(114.0,0.0),red
(0.0,114.0),green
(-114.0,0.0),orange
(-4.0,-112.0),blue
(112.0,-4.0),red
(4.0,112.0),green
(-112.0,4.0),orange
(112.0,-6.0),blue
(6.0,112.0),red
(-112.0,6.0),green
(-6.0,-112.0),orange
(0.0,-104.0),blue
(104.0,0.0),red
(0.0,104.0),green
(-104.0,0.0),orange
(104.0,-2.0),blue
(2.0,104.0),red
(-104.0,2.0),green
(-2.0,-104.0),orange
(100.0,0.0),blue
(0.0,100.0),red
(-100.0,0.0),green
(0.0,-100.0),orange
(0.0,98.0),blue
(-98.0,0.0),red
(0.0,-98.0),green
(98.0,0.0),orange
(-128.0,-32.0),blue
(32.0,-128.0),red
(128.0,32.0),green
(-32.0,128.0),orange
(32.0,-130.0),blue
(130.0,32.0),red
(-32.0,130.0),green
(-130.0,-32.0),orange
(28.0,-128.0),blue
(128.0,28.0),red
(-28.0,128.0),green
(-128.0,-28.0),orange
(128.0,26.0),blue
(-26.0,128.0),red
(-128.0,-26.0),green
(26.0,-128.0),orange
