1, [1], [(1+0j)], (-0.9615384615384615-0.19230769230769232j), blue
2, [0, 1], [0, (1+0j)], (0.8875739644970414+0.3698224852071006j), blue
3, [1, 1], [(1+0j), (1+0j)], (-0.07396449704142005+0.17751479289940827j), blue
4, [0, 0, 1], [0, 0, (1+0j)], (-0.782316795630405-0.5262858443331817j), blue
5, [1, 0, 1], [(1+0j), 0, (1+0j)], (-1.7438552571688666-0.718593536640874j), blue
6, [0, 1, 1], [0, (1+0j), (1+0j)], (0.10525716886663639-0.15646335912608111j), blue
7, [1, 1, 1], [(1+0j), (1+0j), (1+0j)], (-0.8562812926718251-0.3487710514337734j), blue
8, [0, 0, 0, 1], [0, 0, 0, (1+0j)], (0.6510188718882391+0.6564896187108294j), blue
9, [1, 0, 0, 1], [(1+0j), 0, 0, (1+0j)], (-0.3105195896502223+0.46418192640313716j), blue
10, [0, 1, 0, 1], [0, (1+0j), 0, (1+0j)], (1.5385928363852805+1.0263121039179302j), blue
11, [1, 1, 0, 1], [(1+0j), (1+0j), 0, (1+0j)], (0.5770543748468191+0.8340044116102378j), blue
12, [0, 0, 1, 1], [0, 0, (1+0j), (1+0j)], (-0.13129792374216587+0.13020377437764774j), blue
13, [1, 0, 1, 1], [(1+0j), 0, (1+0j), (1+0j)], (-1.0928363852806275-0.06210391793004455j), blue
14, [0, 1, 1, 1], [0, (1+0j), (1+0j), (1+0j)], (0.7562760407548755+0.5000262595847483j), blue
15, [1, 1, 1, 1], [(1+0j), (1+0j), (1+0j), (1+0j)], (-0.20526242078358592+0.30771856727705604j), blue
16, [0, 0, 0, 0, 1], [0, 0, 0, 0, (1+0j)], (-0.49973168090968584-0.7564359548927667j), blue
17, [1, 0, 0, 0, 1], [(1+0j), 0, 0, 0, (1+0j)], (-1.4612701424481473-0.948743647200459j), blue
18, [0, 1, 0, 0, 1], [0, (1+0j), 0, 0, (1+0j)], (0.38784228358735556-0.3866134696856661j), blue
19, [1, 1, 0, 0, 1], [(1+0j), (1+0j), 0, 0, (1+0j)], (-0.5736961779511058-0.5789211619933584j), blue
20, [0, 0, 1, 0, 1], [0, 0, (1+0j), 0, (1+0j)], (-1.2820484765400908-1.2827217992259485j), blue
21, [1, 0, 1, 0, 1], [(1+0j), 0, (1+0j), 0, (1+0j)], (-2.2435869380785523-1.4750294915336406j), blue
22, [0, 1, 1, 0, 1], [0, (1+0j), (1+0j), 0, (1+0j)], (-0.39447451204304945-0.9128993140188478j), blue
23, [1, 1, 1, 0, 1], [(1+0j), (1+0j), (1+0j), 0, (1+0j)], (-1.356012973581511-1.1052070063265402j), blue
24, [0, 0, 0, 1, 1], [0, 0, 0, (1+0j), (1+0j)], (0.1512871909785533-0.09994633618193727j), blue
25, [1, 0, 0, 1, 1], [(1+0j), 0, 0, (1+0j), (1+0j)], (-0.8102512705599081-0.29225402848962956j), blue
26, [0, 1, 0, 1, 1], [0, (1+0j), 0, (1+0j), (1+0j)], (1.0388611554755947+0.26987614902516344j), blue
27, [1, 1, 0, 1, 1], [(1+0j), (1+0j), 0, (1+0j), (1+0j)], (0.07732269393713326+0.07756845671747103j), blue
28, [0, 0, 1, 1, 1], [0, 0, (1+0j), (1+0j), (1+0j)], (-0.6310296046518518-0.626232180515119j), blue
29, [1, 0, 1, 1, 1], [(1+0j), 0, (1+0j), (1+0j), (1+0j)], (-1.5925680661903134-0.8185398728228113j), blue
30, [0, 1, 1, 1, 1], [0, (1+0j), (1+0j), (1+0j), (1+0j)], (0.2565443598451897-0.2564096953080184j), blue
31, [1, 1, 1, 1, 1], [(1+0j), (1+0j), (1+0j), (1+0j), (1+0j)], (-0.7049941016932717-0.44871738761571067j), blue
32, [0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, (1+0j)], (0.33504277877993516+0.8234445106487538j), blue
33, [1, 0, 0, 0, 0, 1], [(1+0j), 0, 0, 0, 0, (1+0j)], (-0.6264956827585263+0.6311368183410615j), blue
34, [0, 1, 0, 0, 0, 1], [0, (1+0j), 0, 0, 0, (1+0j)], (1.2226167432769766+1.1932669958558544j), blue
35, [1, 1, 0, 0, 0, 1], [(1+0j), (1+0j), 0, 0, 0, (1+0j)], (0.2610782817385151+1.000959303548162j), blue
36, [0, 0, 1, 0, 0, 1], [0, 0, (1+0j), 0, 0, (1+0j)], (-0.44727401685046986+0.2971586663155721j), blue
37, [1, 0, 1, 0, 0, 1], [(1+0j), 0, (1+0j), 0, 0, (1+0j)], (-1.4088124783889313+0.1048509740078798j), blue
38, [0, 1, 1, 0, 0, 1], [0, (1+0j), (1+0j), 0, 0, (1+0j)], (0.44029994764657154+0.6669811515226727j), blue
39, [1, 1, 1, 0, 0, 1], [(1+0j), (1+0j), (1+0j), 0, 0, (1+0j)], (-0.5212385138918899+0.4746734592149804j), blue
40, [0, 0, 0, 1, 0, 1], [0, 0, 0, (1+0j), 0, (1+0j)], (0.9860616506681743+1.4799341293595831j), blue
41, [1, 0, 0, 1, 0, 1], [(1+0j), 0, 0, (1+0j), 0, (1+0j)], (0.024523189129712852+1.287626437051891j), blue
42, [0, 1, 0, 1, 0, 1], [0, (1+0j), 0, (1+0j), 0, (1+0j)], (1.8736356151652158+1.849756614566684j), blue
43, [1, 1, 0, 1, 0, 1], [(1+0j), (1+0j), 0, (1+0j), 0, (1+0j)], (0.9120971536267543+1.6574489222589914j), blue
44, [0, 0, 1, 1, 0, 1], [0, 0, (1+0j), (1+0j), 0, (1+0j)], (0.2037448550377693+0.9536482850264015j), blue
45, [1, 0, 1, 1, 0, 1], [(1+0j), 0, (1+0j), (1+0j), 0, (1+0j)], (-0.7577936065006924+0.7613405927187092j), blue
46, [0, 1, 1, 1, 0, 1], [0, (1+0j), (1+0j), (1+0j), 0, (1+0j)], (1.0913188195348107+1.3234707702335022j), blue
47, [1, 1, 1, 1, 0, 1], [(1+0j), (1+0j), (1+0j), (1+0j), 0, (1+0j)], (0.12978035799634924+1.1311630779258097j), blue
48, [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, (1+0j), (1+0j)], (-0.16468890212975068+0.06700855575598708j), blue
49, [1, 0, 0, 0, 1, 1], [(1+0j), 0, 0, 0, (1+0j), (1+0j)], (-1.126227363668212-0.12529913655170521j), blue
50, [0, 1, 0, 0, 1, 1], [0, (1+0j), 0, 0, (1+0j), (1+0j)], (0.7228850623672907+0.43683104096308767j), blue
51, [1, 1, 0, 0, 1, 1], [(1+0j), (1+0j), 0, 0, (1+0j), (1+0j)], (-0.23865339917117068+0.24452334865539538j), blue
52, [0, 0, 1, 0, 1, 1], [0, 0, (1+0j), 0, (1+0j), (1+0j)], (-0.9470056977601556-0.45927728857719474j), blue
53, [1, 0, 1, 0, 1, 1], [(1+0j), 0, (1+0j), 0, (1+0j), (1+0j)], (-1.908544159298617-0.6515849808848868j), blue
54, [0, 1, 1, 0, 1, 1], [0, (1+0j), (1+0j), 0, (1+0j), (1+0j)], (-0.059431733263114295-0.08945480337009404j), blue
55, [1, 1, 1, 0, 1, 1], [(1+0j), (1+0j), (1+0j), 0, (1+0j), (1+0j)], (-1.020970194801576-0.28176249567778644j), blue
56, [0, 0, 0, 1, 1, 1], [0, 0, 0, (1+0j), (1+0j), (1+0j)], (0.48632996975848847+0.7234981744668165j), blue
57, [1, 0, 0, 1, 1, 1], [(1+0j), 0, 0, (1+0j), (1+0j), (1+0j)], (-0.47520849177997293+0.5311904821591242j), blue
58, [0, 1, 0, 1, 1, 1], [0, (1+0j), 0, (1+0j), (1+0j), (1+0j)], (1.3739039342555297+1.0933206596739171j), blue
59, [1, 1, 0, 1, 1, 1], [(1+0j), (1+0j), 0, (1+0j), (1+0j), (1+0j)], (0.4123654727170684+0.9010129673662248j), blue
60, [0, 0, 1, 1, 1, 1], [0, 0, (1+0j), (1+0j), (1+0j), (1+0j)], (-0.2959868258719166+0.19721233013363482j), blue
61, [1, 0, 1, 1, 1, 1], [(1+0j), 0, (1+0j), (1+0j), (1+0j), (1+0j)], (-1.2575252874103784+0.004904637825942526j), blue
62, [0, 1, 1, 1, 1, 1], [0, (1+0j), (1+0j), (1+0j), (1+0j), (1+0j)], (0.5915871386251248+0.5670348153407354j), blue
63, [1, 1, 1, 1, 1, 1], [(1+0j), (1+0j), (1+0j), (1+0j), (1+0j), (1+0j)], (-0.36995132291333654+0.3747271230330431j), blue
64, [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, (1+0j)], (-0.16380180447133114-0.8562048715430202j), blue
65, [1, 0, 0, 0, 0, 0, 1], [(1+0j), 0, 0, 0, 0, 0, (1+0j)], (-1.1253402660097926-1.0485125638507125j), blue
66, [0, 1, 0, 0, 0, 0, 1], [0, (1+0j), 0, 0, 0, 0, (1+0j)], (0.7237721600257103-0.48638238633591957j), blue
67, [1, 1, 0, 0, 0, 0, 1], [(1+0j), (1+0j), 0, 0, 0, 0, (1+0j)], (-0.2377663015127512-0.6786900786436119j), blue
68, [0, 0, 1, 0, 0, 0, 1], [0, 0, (1+0j), 0, 0, 0, (1+0j)], (-0.9461186001017361-1.3824907158762019j), blue
69, [1, 0, 1, 0, 0, 0, 1], [(1+0j), 0, (1+0j), 0, 0, 0, (1+0j)], (-1.9076570616401978-1.5747984081838942j), blue
70, [0, 1, 1, 0, 0, 0, 1], [0, (1+0j), (1+0j), 0, 0, 0, (1+0j)], (-0.05854463560469475-1.0126682306691013j), blue
71, [1, 1, 1, 0, 0, 0, 1], [(1+0j), (1+0j), (1+0j), 0, 0, 0, (1+0j)], (-1.0200830971431563-1.2049759229767936j), blue
72, [0, 0, 0, 1, 0, 0, 1], [0, 0, 0, (1+0j), 0, 0, (1+0j)], (0.487217067416908-0.19971525283219072j), blue
73, [1, 0, 0, 1, 0, 0, 1], [(1+0j), 0, 0, (1+0j), 0, 0, (1+0j)], (-0.47432139412155344-0.392022945139883j), blue
74, [0, 1, 0, 1, 0, 0, 1], [0, (1+0j), 0, (1+0j), 0, 0, (1+0j)], (1.3747910319139494+0.17010723237491j), blue
75, [1, 1, 0, 1, 0, 0, 1], [(1+0j), (1+0j), 0, (1+0j), 0, 0, (1+0j)], (0.41325257037548796-0.022200459932782413j), blue
76, [0, 0, 1, 1, 0, 0, 1], [0, 0, (1+0j), (1+0j), 0, 0, (1+0j)], (-0.295099728213497-0.7260010971653724j), blue
77, [1, 0, 1, 1, 0, 0, 1], [(1+0j), 0, (1+0j), (1+0j), 0, 0, (1+0j)], (-1.2566381897519587-0.9183087894730647j), blue
78, [0, 1, 1, 1, 0, 0, 1], [0, (1+0j), (1+0j), (1+0j), 0, 0, (1+0j)], (0.5924742362835445-0.35617861195827183j), blue
79, [1, 1, 1, 1, 0, 0, 1], [(1+0j), (1+0j), (1+0j), (1+0j), 0, 0, (1+0j)], (-0.36906422525491706-0.5484863042659641j), blue
80, [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, (1+0j), 0, (1+0j)], (-0.663533485381017-1.6126408264357868j), blue
81, [1, 0, 0, 0, 1, 0, 1], [(1+0j), 0, 0, 0, (1+0j), 0, (1+0j)], (-1.6250719469194785-1.8049485187434793j), blue
82, [0, 1, 0, 0, 1, 0, 1], [0, (1+0j), 0, 0, (1+0j), 0, (1+0j)], (0.22404047911602443-1.2428183412286864j), blue
83, [1, 1, 0, 0, 1, 0, 1], [(1+0j), (1+0j), 0, 0, (1+0j), 0, (1+0j)], (-0.737497982422437-1.4351260335363785j), blue
84, [0, 0, 1, 0, 1, 0, 1], [0, 0, (1+0j), 0, (1+0j), 0, (1+0j)], (-1.445850281011422-2.138926670768969j), blue
85, [1, 0, 1, 0, 1, 0, 1], [(1+0j), 0, (1+0j), 0, (1+0j), 0, (1+0j)], (-2.4073887425498834-2.3312343630766605j), blue
86, [0, 1, 1, 0, 1, 0, 1], [0, (1+0j), (1+0j), 0, (1+0j), 0, (1+0j)], (-0.5582763165143806-1.769104185561868j), blue
87, [1, 1, 1, 0, 1, 0, 1], [(1+0j), (1+0j), (1+0j), 0, (1+0j), 0, (1+0j)], (-1.5198147780528422-1.9614118778695604j), blue
88, [0, 0, 0, 1, 1, 0, 1], [0, 0, 0, (1+0j), (1+0j), 0, (1+0j)], (-0.012514613492777826-0.9561512077249574j), blue
89, [1, 0, 0, 1, 1, 0, 1], [(1+0j), 0, 0, (1+0j), (1+0j), 0, (1+0j)], (-0.9740530750312393-1.1484589000326497j), blue
90, [0, 1, 0, 1, 1, 0, 1], [0, (1+0j), 0, (1+0j), (1+0j), 0, (1+0j)], (0.8750593510042635-0.5863287225178567j), blue
91, [1, 1, 0, 1, 1, 0, 1], [(1+0j), (1+0j), 0, (1+0j), (1+0j), 0, (1+0j)], (-0.08647911053419788-0.7786364148255491j), blue
92, [0, 0, 1, 1, 1, 0, 1], [0, 0, (1+0j), (1+0j), (1+0j), 0, (1+0j)], (-0.794831409123183-1.4824370520581391j), blue
93, [1, 0, 1, 1, 1, 0, 1], [(1+0j), 0, (1+0j), (1+0j), (1+0j), 0, (1+0j)], (-1.7563698706616446-1.6747447443658314j), blue
94, [0, 1, 1, 1, 1, 0, 1], [0, (1+0j), (1+0j), (1+0j), (1+0j), 0, (1+0j)], (0.09274255537385856-1.1126145668510385j), blue
95, [1, 1, 1, 1, 1, 0, 1], [(1+0j), (1+0j), (1+0j), (1+0j), (1+0j), 0, (1+0j)], (-0.8687959061646029-1.3049222591587308j), blue
96, [0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, (1+0j), (1+0j)], (0.17124097430860402-0.03276036089426637j), blue
97, [1, 0, 0, 0, 0, 1, 1], [(1+0j), 0, 0, 0, 0, (1+0j), (1+0j)], (-0.7902974872298574-0.22506805320195866j), blue
98, [0, 1, 0, 0, 0, 1, 1], [0, (1+0j), 0, 0, 0, (1+0j), (1+0j)], (1.0588149388056454+0.3370621243128342j), blue
99, [1, 1, 0, 0, 0, 1, 1], [(1+0j), (1+0j), 0, 0, 0, (1+0j), (1+0j)], (0.09727647726718397+0.14475443200514193j), blue
100, [0, 0, 1, 0, 0, 1, 1], [0, 0, (1+0j), 0, 0, (1+0j), (1+0j)], (-0.611075821321801-0.5590462052274481j), blue
101, [1, 0, 1, 0, 0, 1, 1], [(1+0j), 0, (1+0j), 0, 0, (1+0j), (1+0j)], (-1.5726142828602625-0.7513538975351404j), blue
102, [0, 1, 1, 0, 0, 1, 1], [0, (1+0j), (1+0j), 0, 0, (1+0j), (1+0j)], (0.2764981431752404-0.18922372002034749j), blue
103, [1, 1, 1, 0, 0, 1, 1], [(1+0j), (1+0j), (1+0j), 0, 0, (1+0j), (1+0j)], (-0.685040318363221-0.3815314123280398j), blue
104, [0, 0, 0, 1, 0, 1, 1], [0, 0, 0, (1+0j), 0, (1+0j), (1+0j)], (0.8222598461968431+0.623729257816563j), blue
105, [1, 0, 0, 1, 0, 1, 1], [(1+0j), 0, 0, (1+0j), 0, (1+0j), (1+0j)], (-0.13927861534161828+0.4314215655088709j), blue
106, [0, 1, 0, 1, 0, 1, 1], [0, (1+0j), 0, (1+0j), 0, (1+0j), (1+0j)], (1.7098338106938846+0.9935517430236638j), blue
107, [1, 1, 0, 1, 0, 1, 1], [(1+0j), (1+0j), 0, (1+0j), 0, (1+0j), (1+0j)], (0.7482953491554232+0.8012440507159713j), blue
108, [0, 0, 1, 1, 0, 1, 1], [0, 0, (1+0j), (1+0j), 0, (1+0j), (1+0j)], (0.039943050566438154+0.09744341348338137j), blue
109, [1, 0, 1, 1, 0, 1, 1], [(1+0j), 0, (1+0j), (1+0j), 0, (1+0j), (1+0j)], (-0.9215954109720235-0.09486427882431092j), blue
110, [0, 1, 1, 1, 0, 1, 1], [0, (1+0j), (1+0j), (1+0j), 0, (1+0j), (1+0j)], (0.9275170150634795+0.4672658986904821j), blue
111, [1, 1, 1, 1, 0, 1, 1], [(1+0j), (1+0j), (1+0j), (1+0j), 0, (1+0j), (1+0j)], (-0.0340214464749819+0.27495820638278956j), blue
112, [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, (1+0j), (1+0j), (1+0j)], (-0.3284907066010818-0.7891963157870331j), blue
113, [1, 0, 0, 0, 1, 1, 1], [(1+0j), 0, 0, 0, (1+0j), (1+0j), (1+0j)], (-1.2900291681395433-0.9815040080947254j), blue
114, [0, 1, 0, 0, 1, 1, 1], [0, (1+0j), 0, 0, (1+0j), (1+0j), (1+0j)], (0.5590832578959595-0.4193738305799325j), blue
115, [1, 1, 0, 0, 1, 1, 1], [(1+0j), (1+0j), 0, 0, (1+0j), (1+0j), (1+0j)], (-0.4024552036425018-0.6116815228876248j), blue
116, [0, 0, 1, 0, 1, 1, 1], [0, 0, (1+0j), 0, (1+0j), (1+0j), (1+0j)], (-1.1108075022314867-1.315482160120215j), blue
117, [1, 0, 1, 0, 1, 1, 1], [(1+0j), 0, (1+0j), 0, (1+0j), (1+0j), (1+0j)], (-2.072345963769948-1.507789852427907j), blue
