(0.0,0.5),blue
(-0.5,0.0),red
(0.0,-0.5),green
(0.5,0.0),orange
(0.25,0.25),blue
(-0.25,0.25),red
(-0.25,-0.25),green
(0.25,-0.25),orange
(-0.25,0.25),blue
(-0.25,-0.25),red
(0.25,-0.25),green
(0.25,0.25),orange
(0.25,0.25),blue
(-0.25,0.25),red
(-0.25,-0.25),green
(0.25,-0.25),orange
(-0.25,0.0),blue
(0.0,-0.25),red
(0.25,0.0),green
(0.0,0.25),orange
(0.5,0.25),blue
(-0.25,0.5),red
(-0.5,-0.25),green
(0.25,-0.5),orange
(0.0,0.25),blue
(-0.25,0.0),red
(0.0,-0.25),green
(0.25,0.0),orange
(0.25,0.5),blue
(-0.5,0.25),red
(-0.25,-0.5),green
(0.5,-0.25),orange
(-0.25,0.0),blue
(0.0,-0.25),red
(0.25,0.0),green
(0.0,0.25),orange
(0.5,0.25),blue
(-0.25,0.5),red
(-0.5,-0.25),green
(0.25,-0.5),orange
(0.0,0.25),blue
(-0.25,0.0),red
(0.0,-0.25),green
(0.25,0.0),orange
(0.25,0.5),blue
(-0.5,0.25),red
(-0.25,-0.5),green
(0.5,-0.25),orange
(-0.125,-0.125),blue
(0.125,-0.125),red
(0.125,0.125),green
(-0.125,0.125),orange
(0.625,0.375),blue
(-0.375,0.625),red
(-0.625,-0.375),green
(0.375,-0.625),orange
(0.125,0.375),blue
(-0.375,0.125),red
(-0.125,-0.375),green
(0.375,-0.125),orange
(0.125,0.625),blue
(-0.625,0.125),red
(-0.125,-0.625),green
(0.625,-0.125),orange
(-0.125,0.125),blue
(-0.125,-0.125),red
(0.125,-0.125),green
(0.125,0.125),orange
(0.375,0.375),blue
(-0.375,0.375),red
(-0.375,-0.375),green
(0.375,-0.375),orange
(-0.125,0.375),blue
(-0.375,-0.125),red
(0.125,-0.375),green
(0.375,0.125),orange
(0.125,0.375),blue
(-0.375,0.125),red
(-0.125,-0.375),green
(0.375,-0.125),orange
(-0.125,-0.125),blue
(0.125,-0.125),red
(0.125,0.125),green
(-0.125,0.125),orange
(0.625,0.375),blue
(-0.375,0.625),red
(-0.625,-0.375),green
(0.375,-0.625),orange
(0.125,0.375),blue
(-0.375,0.125),red
(-0.125,-0.375),green
(0.375,-0.125),orange
(0.125,0.625),blue
(-0.625,0.125),red
(-0.125,-0.625),green
(0.625,-0.125),orange
(-0.125,0.125),blue
(-0.125,-0.125),red
(0.125,-0.125),green
(0.125,0.125),orange
(0.375,0.375),blue
(-0.375,0.375),red
(-0.375,-0.375),green
(0.375,-0.375),orange
(-0.125,0.375),blue
(-0.375,-0.125),red
(0.125,-0.375),green
(0.375,0.125),orange
(0.125,0.375),blue
(-0.375,0.125),red
(-0.125,-0.375),green
(0.375,-0.125),orange
(0.0,-0.125),blue
(0.125,0.0),red
(0.0,0.125),green
(-0.125,0.0),orange
(0.625,0.5),blue
(-0.5,0.625),red
(-0.625,-0.5),green
(0.5,-0.625),orange
(0.125,0.5),blue
(-0.5,0.125),red
(-0.125,-0.5),green
(0.5,-0.125),orange
(0.0,0.625),blue
(-0.625,0.0),red
(0.0,-0.625),green
(0.625,0.0),orange
(-0.125,0.25),blue
(-0.25,-0.125),red
(0.125,-0.25),green
(0.25,0.125),orange
(0.25,0.375),blue
(-0.375,0.25),red
(-0.25,-0.375),green
(0.375,-0.25),orange
(-0.25,0.375),blue
(-0.375,-0.25),red
(0.25,-0.375),green
(0.375,0.25),orange
(0.125,0.25),blue
(-0.25,0.125),red
(-0.125,-0.25),green
(0.25,-0.125),orange
(-0.125,0.0),blue
(0.0,-0.125),red
(0.125,0.0),green
(0.0,0.125),orange
(0.5,0.375),blue
(-0.375,0.5),red
(-0.5,-0.375),green
(0.375,-0.5),orange
(0.0,0.375),blue
(-0.375,0.0),red
(0.0,-0.375),green
(0.375,0.0),orange
(0.125,0.5),blue
