(0.0,-0.5),blue
(0.25,-0.433015),red
(0.433015,-0.25),green
(0.5,0.0),orange
(0.433015,0.25),black
(0.25,0.433015),purple
(0.0,0.5),cyan
(-0.25,0.433015),magenta
(-0.433015,0.25),yellow
(-0.5,0.0),brown
(-0.433015,-0.25),lime
(-0.25,-0.433015),teal
(0.28349250000000004,-1.058015),blue
(0.7745224999999999,-0.7745225),red
(1.058015,-0.28349250000000004),green
(1.058015,0.28349250000000004),orange
(0.7745225,0.7745224999999999),black
(0.28349250000000004,1.058015),purple
(-0.28349250000000004,1.058015),cyan
(-0.7745224999999999,0.7745225),magenta
(-1.058015,0.28349250000000004),yellow
(-1.058015,-0.28349250000000004),brown
(-0.7745225,-0.7745224999999999),lime
(-0.28349250000000004,-1.058015),teal
(-0.2165075,-1.058015),blue
(0.34150749999999996,-1.0245225),red
(0.8080149999999999,-0.7165075),green
(1.058015,-0.2165075),orange
(1.0245225,0.34150749999999996),black
(0.7165075,0.8080149999999999),purple
(0.2165075,1.058015),cyan
(-0.34150749999999996,1.0245225),magenta
(-0.8080149999999999,0.7165075),yellow
(-1.058015,0.2165075),brown
(-1.0245225,-0.34150749999999996),lime
(-0.7165075,-0.8080149999999999),teal
(0.8415075,-1.5245224999999998),blue
(1.4910299999999999,-0.8995224999999999),red
(1.7410299999999999,-0.03349250000000001),green
(1.5245224999999998,0.8415075),orange
(0.8995224999999999,1.4910299999999999),black
(0.03349250000000001,1.7410299999999999),purple
(-0.8415075,1.5245224999999998),cyan
(-1.4910299999999999,0.8995224999999999),magenta
(-1.7410299999999999,0.03349250000000001),yellow
(-1.5245224999999998,-0.8415075),brown
(-0.8995224999999999,-1.4910299999999999),lime
(-0.03349250000000001,-1.7410299999999999),teal
