n, binary, revolving, gaussian, color
1, [1], [(1+0j)], (-1+2j), blue
1, [1], [(0.80902+0.58779j)], (-1.9846+1.0302499999999999j), red
1, [1], [(0.30902+0.95106j)], (-2.21114-0.33302j), green
1, [1], [(-0.30902+0.95106j)], (-1.5931-1.5691000000000002j), orange
1, [1], [(-0.80902+0.58779j)], (-0.3665600000000001-2.2058299999999997j), black
1, [1], [(-1+0j)], (1-2j), purple
1, [1], [(-0.80902-0.58779j)], (1.9846-1.0302499999999999j), cyan
1, [1], [(-0.30902-0.95106j)], (2.21114+0.33302j), magenta
1, [1], [(0.30902-0.95106j)], (1.5931+1.5691000000000002j), yellow
1, [1], [(0.80902-0.58779j)], (0.3665600000000001+2.2058299999999997j), brown
2, [0, 1], [0, (1+0j)], (-2.9999999999999996-3.999999999999999j), blue
2, [0, 1], [0, (0.80902+0.58779j)], (-0.07589999999999986-4.999449999999999j), red
2, [0, 1], [0, (0.30902+0.95106j)], (2.877179999999999-4.0892599999999995j), green
2, [0, 1], [0, (-0.30902+0.95106j)], (4.731299999999999-1.6170999999999998j), orange
2, [0, 1], [0, (-0.80902+0.58779j)], (4.778219999999999+1.472709999999999j), black
2, [0, 1], [0, (-1+0j)], (2.9999999999999996+3.999999999999999j), purple
2, [0, 1], [0, (-0.80902-0.58779j)], (0.07589999999999986+4.999449999999999j), cyan
2, [0, 1], [0, (-0.30902-0.95106j)], (-2.877179999999999+4.0892599999999995j), magenta
2, [0, 1], [0, (0.30902-0.95106j)], (-4.731299999999999+1.6170999999999998j), yellow
2, [0, 1], [0, (0.80902-0.58779j)], (-4.778219999999999-1.472709999999999j), brown
3, [1, 1], [(1+0j), (0.80902+0.58779j)], (-1.0758999999999999-2.9994499999999986j), blue
3, [1, 1], [(0.80902+0.58779j), (0.30902+0.95106j)], (0.8925799999999993-3.05901j), red
3, [1, 1], [(0.30902+0.95106j), (-0.30902+0.95106j)], (2.5201599999999993-1.9501199999999996j), green
3, [1, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j)], (3.1851199999999995-0.09639000000000109j), orange
3, [1, 1], [(-0.80902+0.58779j), (-1+0j)], (2.6334399999999993+1.7941699999999994j), black
3, [1, 1], [(-1+0j), (-0.80902-0.58779j)], (1.0758999999999999+2.9994499999999986j), purple
3, [1, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j)], (-0.8925799999999993+3.05901j), cyan
3, [1, 1], [(-0.30902-0.95106j), (0.30902-0.95106j)], (-2.5201599999999993+1.9501199999999996j), magenta
3, [1, 1], [(0.30902-0.95106j), (0.80902-0.58779j)], (-3.1851199999999995+0.09639000000000109j), yellow
3, [1, 1], [(0.80902-0.58779j), (1+0j)], (-2.6334399999999993-1.7941699999999994j), brown
4, [0, 0, 1], [0, 0, (1+0j)], (10.999999999999996-1.9999999999999998j), blue
4, [0, 0, 1], [0, 0, (0.80902+0.58779j)], (10.074799999999996+4.847649999999999j), red
4, [0, 0, 1], [0, 0, (0.30902+0.95106j)], (5.301339999999999+9.843619999999996j), green
4, [0, 0, 1], [0, 0, (-0.30902+0.95106j)], (-1.4970999999999994+11.079699999999997j), orange
4, [0, 0, 1], [0, 0, (-0.80902+0.58779j)], (-7.723639999999996+8.08373j), black
4, [0, 0, 1], [0, 0, (-1+0j)], (-10.999999999999996+1.9999999999999998j), purple
4, [0, 0, 1], [0, 0, (-0.80902-0.58779j)], (-10.074799999999996-4.847649999999999j), cyan
4, [0, 0, 1], [0, 0, (-0.30902-0.95106j)], (-5.301339999999999-9.843619999999996j), magenta
4, [0, 0, 1], [0, 0, (0.30902-0.95106j)], (1.4970999999999994-11.079699999999997j), yellow
4, [0, 0, 1], [0, 0, (0.80902-0.58779j)], (7.723639999999996-8.08373j), brown
5, [1, 0, 1], [(1+0j), 0, (0.80902+0.58779j)], (9.074799999999996+6.847649999999999j), blue
5, [1, 0, 1], [(0.80902+0.58779j), 0, (0.30902+0.95106j)], (3.316739999999999+10.873869999999997j), red
5, [1, 0, 1], [(0.30902+0.95106j), 0, (-0.30902+0.95106j)], (-3.708239999999999+10.746679999999998j), green
5, [1, 0, 1], [(-0.30902+0.95106j), 0, (-0.80902+0.58779j)], (-9.316739999999996+6.514629999999999j), orange
5, [1, 0, 1], [(-0.80902+0.58779j), 0, (-1+0j)], (-11.366559999999996-0.20582999999999996j), black
5, [1, 0, 1], [(-1+0j), 0, (-0.80902-0.58779j)], (-9.074799999999996-6.847649999999999j), purple
5, [1, 0, 1], [(-0.80902-0.58779j), 0, (-0.30902-0.95106j)], (-3.316739999999999-10.873869999999997j), cyan
5, [1, 0, 1], [(-0.30902-0.95106j), 0, (0.30902-0.95106j)], (3.708239999999999-10.746679999999998j), magenta
5, [1, 0, 1], [(0.30902-0.95106j), 0, (0.80902-0.58779j)], (9.316739999999996-6.514629999999999j), yellow
5, [1, 0, 1], [(0.80902-0.58779j), 0, (1+0j)], (11.366559999999996+0.20582999999999996j), brown
6, [0, 1, 1], [0, (1+0j), (0.80902+0.58779j)], (7.074799999999996+0.8476499999999998j), blue
6, [0, 1, 1], [0, (0.80902+0.58779j), (0.30902+0.95106j)], (5.225439999999999+4.844169999999997j), red
6, [0, 1, 1], [0, (0.30902+0.95106j), (-0.30902+0.95106j)], (1.3800799999999998+6.990439999999998j), green
6, [0, 1, 1], [0, (-0.30902+0.95106j), (-0.80902+0.58779j)], (-2.992339999999997+6.466629999999999j), orange
6, [0, 1, 1], [0, (-0.80902+0.58779j), (-1+0j)], (-6.221779999999997+3.472709999999999j), black
6, [0, 1, 1], [0, (-1+0j), (-0.80902-0.58779j)], (-7.074799999999996-0.8476499999999998j), purple
6, [0, 1, 1], [0, (-0.80902-0.58779j), (-0.30902-0.95106j)], (-5.225439999999999-4.844169999999997j), cyan
6, [0, 1, 1], [0, (-0.30902-0.95106j), (0.30902-0.95106j)], (-1.3800799999999998-6.990439999999998j), magenta
6, [0, 1, 1], [0, (0.30902-0.95106j), (0.80902-0.58779j)], (2.992339999999997-6.466629999999999j), yellow
6, [0, 1, 1], [0, (0.80902-0.58779j), (1+0j)], (6.221779999999997-3.472709999999999j), brown
7, [1, 1, 1], [(1+0j), (0.80902+0.58779j), (0.30902+0.95106j)], (4.225439999999999+6.844169999999997j), blue
7, [1, 1, 1], [(0.80902+0.58779j), (0.30902+0.95106j), (-0.30902+0.95106j)], (-0.6045200000000002+8.020689999999998j), red
7, [1, 1, 1], [(0.30902+0.95106j), (-0.30902+0.95106j), (-0.80902+0.58779j)], (-5.203479999999997+6.133609999999999j), green
7, [1, 1, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j), (-1+0j)], (-7.814879999999997+1.9036099999999987j), orange
7, [1, 1, 1], [(-0.80902+0.58779j), (-1+0j), (-0.80902-0.58779j)], (-7.441359999999997-3.0534799999999995j), black
7, [1, 1, 1], [(-1+0j), (-0.80902-0.58779j), (-0.30902-0.95106j)], (-4.225439999999999-6.844169999999997j), purple
7, [1, 1, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j), (0.30902-0.95106j)], (0.6045200000000002-8.020689999999998j), cyan
7, [1, 1, 1], [(-0.30902-0.95106j), (0.30902-0.95106j), (0.80902-0.58779j)], (5.203479999999997-6.133609999999999j), magenta
7, [1, 1, 1], [(0.30902-0.95106j), (0.80902-0.58779j), (1+0j)], (7.814879999999997-1.9036099999999987j), yellow
7, [1, 1, 1], [(0.80902-0.58779j), (1+0j), (0.80902+0.58779j)], (7.441359999999997+3.0534799999999995j), brown
8, [0, 0, 0, 1], [0, 0, 0, (1+0j)], (-6.999999999999997+23.99999999999999j), blue
8, [0, 0, 0, 1], [0, 0, 0, (0.80902+0.58779j)], (-19.770099999999992+15.30194999999999j), red
8, [0, 0, 0, 1], [0, 0, 0, (0.30902+0.95106j)], (-24.98857999999999+0.7590599999999998j), green
8, [0, 0, 0, 1], [0, 0, 0, (-0.30902+0.95106j)], (-20.66229999999999-14.073899999999995j), orange
8, [0, 0, 0, 1], [0, 0, 0, (-0.80902+0.58779j)], (-8.443819999999995-23.531009999999988j), black
8, [0, 0, 0, 1], [0, 0, 0, (-1+0j)], (6.999999999999997-23.99999999999999j), purple
8, [0, 0, 0, 1], [0, 0, 0, (-0.80902-0.58779j)], (19.770099999999992-15.30194999999999j), cyan
8, [0, 0, 0, 1], [0, 0, 0, (-0.30902-0.95106j)], (24.98857999999999-0.7590599999999998j), magenta
8, [0, 0, 0, 1], [0, 0, 0, (0.30902-0.95106j)], (20.66229999999999+14.073899999999995j), yellow
8, [0, 0, 0, 1], [0, 0, 0, (0.80902-0.58779j)], (8.443819999999995+23.531009999999988j), brown
9, [1, 0, 0, 1], [(1+0j), 0, 0, (0.80902+0.58779j)], (-20.770099999999992+17.30194999999999j), blue
9, [1, 0, 0, 1], [(0.80902+0.58779j), 0, 0, (0.30902+0.95106j)], (-26.97317999999999+1.7893099999999997j), red
9, [1, 0, 0, 1], [(0.30902+0.95106j), 0, 0, (-0.30902+0.95106j)], (-22.87343999999999-14.406919999999994j), green
9, [1, 0, 0, 1], [(-0.30902+0.95106j), 0, 0, (-0.80902+0.58779j)], (-10.036919999999995-25.100109999999987j), orange
9, [1, 0, 0, 1], [(-0.80902+0.58779j), 0, 0, (-1+0j)], (6.633439999999998-26.205829999999988j), black
9, [1, 0, 0, 1], [(-1+0j), 0, 0, (-0.80902-0.58779j)], (20.770099999999992-17.30194999999999j), purple
9, [1, 0, 0, 1], [(-0.80902-0.58779j), 0, 0, (-0.30902-0.95106j)], (26.97317999999999-1.7893099999999997j), cyan
9, [1, 0, 0, 1], [(-0.30902-0.95106j), 0, 0, (0.30902-0.95106j)], (22.87343999999999+14.406919999999994j), magenta
9, [1, 0, 0, 1], [(0.30902-0.95106j), 0, 0, (0.80902-0.58779j)], (10.036919999999995+25.100109999999987j), yellow
9, [1, 0, 0, 1], [(0.80902-0.58779j), 0, 0, (1+0j)], (-6.633439999999998+26.205829999999988j), brown
10, [0, 1, 0, 1], [0, (1+0j), 0, (0.80902+0.58779j)], (-22.770099999999992+11.30194999999999j), blue
10, [0, 1, 0, 1], [0, (0.80902+0.58779j), 0, (0.30902+0.95106j)], (-25.06447999999999-4.240389999999999j), red
10, [0, 1, 0, 1], [0, (0.30902+0.95106j), 0, (-0.30902+0.95106j)], (-17.785119999999992-18.163159999999994j), green
10, [0, 1, 0, 1], [0, (-0.30902+0.95106j), 0, (-0.80902+0.58779j)], (-3.712519999999996-25.14810999999999j), orange
10, [0, 1, 0, 1], [0, (-0.80902+0.58779j), 0, (-1+0j)], (11.778219999999997-22.52728999999999j), black
10, [0, 1, 0, 1], [0, (-1+0j), 0, (-0.80902-0.58779j)], (22.770099999999992-11.30194999999999j), purple
10, [0, 1, 0, 1], [0, (-0.80902-0.58779j), 0, (-0.30902-0.95106j)], (25.06447999999999+4.240389999999999j), cyan
10, [0, 1, 0, 1], [0, (-0.30902-0.95106j), 0, (0.30902-0.95106j)], (17.785119999999992+18.163159999999994j), magenta
10, [0, 1, 0, 1], [0, (0.30902-0.95106j), 0, (0.80902-0.58779j)], (3.712519999999996+25.14810999999999j), yellow
10, [0, 1, 0, 1], [0, (0.80902-0.58779j), 0, (1+0j)], (-11.778219999999997+22.52728999999999j), brown
11, [1, 1, 0, 1], [(1+0j), (0.80902+0.58779j), 0, (0.30902+0.95106j)], (-26.06447999999999-2.2403899999999988j), blue
11, [1, 1, 0, 1], [(0.80902+0.58779j), (0.30902+0.95106j), 0, (-0.30902+0.95106j)], (-19.769719999999992-17.132909999999995j), red
11, [1, 1, 0, 1], [(0.30902+0.95106j), (-0.30902+0.95106j), 0, (-0.80902+0.58779j)], (-5.923659999999996-25.481129999999986j), green
11, [1, 1, 0, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j), 0, (-1+0j)], (10.185119999999998-24.09638999999999j), orange
11, [1, 1, 0, 1], [(-0.80902+0.58779j), (-1+0j), 0, (-0.80902-0.58779j)], (22.403539999999992-13.507779999999991j), black
11, [1, 1, 0, 1], [(-1+0j), (-0.80902-0.58779j), 0, (-0.30902-0.95106j)], (26.06447999999999+2.2403899999999988j), purple
11, [1, 1, 0, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j), 0, (0.30902-0.95106j)], (19.769719999999992+17.132909999999995j), cyan
11, [1, 1, 0, 1], [(-0.30902-0.95106j), (0.30902-0.95106j), 0, (0.80902-0.58779j)], (5.923659999999996+25.481129999999986j), magenta
11, [1, 1, 0, 1], [(0.30902-0.95106j), (0.80902-0.58779j), 0, (1+0j)], (-10.185119999999998+24.09638999999999j), yellow
11, [1, 1, 0, 1], [(0.80902-0.58779j), (1+0j), 0, (0.80902+0.58779j)], (-22.403539999999992+13.507779999999991j), brown
12, [0, 0, 1, 1], [0, 0, (1+0j), (0.80902+0.58779j)], (-8.770099999999996+13.30194999999999j), blue
12, [0, 0, 1, 1], [0, 0, (0.80902+0.58779j), (0.30902+0.95106j)], (-14.913779999999992+5.606709999999999j), red
12, [0, 0, 1, 1], [0, 0, (0.30902+0.95106j), (-0.30902+0.95106j)], (-15.360959999999992-4.230279999999999j), green
12, [0, 0, 1, 1], [0, 0, (-0.30902+0.95106j), (-0.80902+0.58779j)], (-9.940919999999995-12.45130999999999j), orange
12, [0, 0, 1, 1], [0, 0, (-0.80902+0.58779j), (-1+0j)], (-0.7236399999999987-15.91626999999999j), black
12, [0, 0, 1, 1], [0, 0, (-1+0j), (-0.80902-0.58779j)], (8.770099999999996-13.30194999999999j), purple
12, [0, 0, 1, 1], [0, 0, (-0.80902-0.58779j), (-0.30902-0.95106j)], (14.913779999999992-5.606709999999999j), cyan
12, [0, 0, 1, 1], [0, 0, (-0.30902-0.95106j), (0.30902-0.95106j)], (15.360959999999992+4.230279999999999j), magenta
12, [0, 0, 1, 1], [0, 0, (0.30902-0.95106j), (0.80902-0.58779j)], (9.940919999999995+12.45130999999999j), yellow
12, [0, 0, 1, 1], [0, 0, (0.80902-0.58779j), (1+0j)], (0.7236399999999987+15.91626999999999j), brown
13, [1, 0, 1, 1], [(1+0j), 0, (0.80902+0.58779j), (0.30902+0.95106j)], (-15.913779999999992+7.606709999999999j), blue
13, [1, 0, 1, 1], [(0.80902+0.58779j), 0, (0.30902+0.95106j), (-0.30902+0.95106j)], (-17.345559999999992-3.200029999999998j), red
13, [1, 0, 1, 1], [(0.30902+0.95106j), 0, (-0.30902+0.95106j), (-0.80902+0.58779j)], (-12.152059999999995-12.78432999999999j), green
13, [1, 0, 1, 1], [(-0.30902+0.95106j), 0, (-0.80902+0.58779j), (-1+0j)], (-2.3167399999999985-17.48536999999999j), orange
13, [1, 0, 1, 1], [(-0.80902+0.58779j), 0, (-1+0j), (-0.80902-0.58779j)], (8.403539999999996-15.507779999999991j), black
13, [1, 0, 1, 1], [(-1+0j), 0, (-0.80902-0.58779j), (-0.30902-0.95106j)], (15.913779999999992-7.606709999999999j), purple
13, [1, 0, 1, 1], [(-0.80902-0.58779j), 0, (-0.30902-0.95106j), (0.30902-0.95106j)], (17.345559999999992+3.200029999999998j), cyan
