(0.0,0.5),blue
(-0.15451,0.47553),red
(-0.293895,0.40451),green
(-0.40451,0.293895),orange
(-0.47553,0.15451),black
(-0.5,0.0),purple
(-0.47553,-0.15451),cyan
(-0.40451,-0.293895),magenta
(-0.293895,-0.40451),yellow
(-0.15451,-0.47553),brown
(0.0,-0.5),lime
(0.15451,-0.47553),teal
(0.293895,-0.40451),pink
(0.40451,-0.293895),lavender
(0.47553,-0.15451),maroon
(0.5,0.0),olive
(0.47553,0.15451),navy
(0.40451,0.293895),aquamarine
(0.293895,0.40451),gold
(0.15451,0.47553),coral
(0.34548999999999996,0.97553),blue
(0.027124999999999955,1.03455),red
(-0.293895,0.9923),green
(-0.5861449999999999,0.852915),orange
(-0.82102,0.63004),black
(-0.97553,0.34548999999999996),purple
(-1.03455,0.027124999999999955),cyan
(-0.9923,-0.293895),magenta
(-0.852915,-0.5861449999999999),yellow
(-0.63004,-0.82102),brown
(-0.34548999999999996,-0.97553),lime
(-0.027124999999999955,-1.03455),teal
(0.293895,-0.9923),pink
(0.5861449999999999,-0.852915),lavender
(0.82102,-0.63004),maroon
(0.97553,-0.34548999999999996),olive
(1.03455,-0.027124999999999955),navy
(0.9923,0.293895),aquamarine
(0.852915,0.5861449999999999),gold
(0.63004,0.82102),coral
(-0.25,0.25),blue
(-0.31502,0.16050999999999999),red
(-0.34920249999999997,0.05530749999999998),green
(-0.34920249999999997,-0.05530749999999998),orange
(-0.31502,-0.16050999999999999),black
(-0.25,-0.25),purple
(-0.16050999999999999,-0.31502),cyan
(-0.05530749999999998,-0.34920249999999997),magenta
(0.05530749999999998,-0.34920249999999997),yellow
(0.16050999999999999,-0.31502),brown
(0.25,-0.25),lime
(0.31502,-0.16050999999999999),teal
(0.34920249999999997,-0.05530749999999998),pink
(0.34920249999999997,0.05530749999999998),lavender
(0.31502,0.16050999999999999),maroon
(0.25,0.25),olive
(0.16050999999999999,0.31502),navy
(0.05530749999999998,0.34920249999999997),aquamarine
(-0.05530749999999998,0.34920249999999997),gold
(-0.16050999999999999,0.31502),coral
(0.18497999999999998,0.6605099999999999),blue
(-0.0281825,0.6853475),red
(-0.2385875,0.6430975),green
(-0.425635,0.537895),orange
(-0.57102,0.38004000000000004),black
(-0.6605099999999999,0.18497999999999998),purple
(-0.6853475,-0.0281825),cyan
(-0.6430975,-0.2385875),magenta
(-0.537895,-0.425635),yellow
(-0.38004000000000004,-0.57102),brown
(-0.18497999999999998,-0.6605099999999999),lime
(0.0281825,-0.6853475),teal
(0.2385875,-0.6430975),pink
(0.425635,-0.537895),lavender
(0.57102,-0.38004000000000004),maroon
(0.6605099999999999,-0.18497999999999998),olive
(0.6853475,0.0281825),navy
(0.6430975,0.2385875),aquamarine
(0.537895,0.425635),gold
(0.38004000000000004,0.57102),coral
(-0.31502,0.6605099999999999),blue
(-0.5037125,0.5308375),red
(-0.6430975,0.34920249999999997),green
(-0.71953,0.13338500000000003),orange
(-0.72553,-0.09548999999999999),black
(-0.6605099999999999,-0.31502),purple
(-0.5308375,-0.5037125),cyan
(-0.34920249999999997,-0.6430975),magenta
(-0.13338500000000003,-0.71953),yellow
(0.09548999999999999,-0.72553),brown
(0.31502,-0.6605099999999999),lime
(0.5037125,-0.5308375),teal
(0.6430975,-0.34920249999999997),pink
(0.71953,-0.13338500000000003),lavender
(0.72553,0.09548999999999999),maroon
(0.6605099999999999,0.31502),olive
(0.5308375,0.5037125),navy
(0.34920249999999997,0.6430975),aquamarine
(0.13338500000000003,0.71953),gold
(-0.09548999999999999,0.72553),coral
(-0.0037125000000000075,1.0308375),blue
(-0.3220775,0.9792425000000001),red
(-0.6089150000000001,0.83179),green
(-0.8361449999999999,0.602915),orange
(-0.98153,0.31502),black
(-1.0308375,-0.0037125000000000075),purple
(-0.9792425000000001,-0.3220775),cyan
(-0.83179,-0.6089150000000001),magenta
(-0.602915,-0.8361449999999999),yellow
(-0.31502,-0.98153),brown
(0.0037125000000000075,-1.0308375),lime
(0.3220775,-0.9792425000000001),teal
(0.6089150000000001,-0.83179),pink
(0.8361449999999999,-0.602915),lavender
(0.98153,-0.31502),maroon
(1.0308375,0.0037125000000000075),olive
(0.9792425000000001,0.3220775),navy
(0.83179,0.6089150000000001),aquamarine
(0.602915,0.8361449999999999),gold
(0.31502,0.98153),coral
(-0.25,0.0),blue
(-0.237765,-0.077255),red
(-0.202255,-0.1469475),green
(-0.1469475,-0.202255),orange
(-0.077255,-0.237765),black
(0.0,-0.25),purple
(0.077255,-0.237765),cyan
(0.1469475,-0.202255),magenta
(0.202255,-0.1469475),yellow
(0.237765,-0.077255),brown
(0.25,0.0),lime
(0.237765,0.077255),teal
(0.202255,0.1469475),pink
(0.1469475,0.202255),lavender
(0.077255,0.237765),maroon
(0.0,0.25),olive
(-0.077255,0.237765),navy
(-0.1469475,0.202255),aquamarine
(-0.202255,0.1469475),gold
(-0.237765,0.077255),coral
