(0.13384889946460435,-0.594883997620464),blue
(0.594883997620464,0.13384889946460435),red
(-0.13384889946460435,0.594883997620464),green
(-0.594883997620464,-0.13384889946460435),orange
(1.2046400951814396,-0.35395597858417616),blue
(0.35395597858417616,1.2046400951814396),red
(-1.2046400951814396,0.35395597858417616),green
(-0.35395597858417616,-1.2046400951814396),orange
(-0.208572133312053,-0.42802629097082157),blue
(0.42802629097082157,-0.208572133312053),red
(0.208572133312053,0.42802629097082157),green
(-0.42802629097082157,0.208572133312053),orange
(1.0377823885317972,-0.6963770113608334),blue
(0.6963770113608334,1.0377823885317972),red
(-1.0377823885317972,0.6963770113608334),green
(-0.6963770113608334,-1.0377823885317972),orange
(0.5618751904354259,-0.803456130932517),blue
(0.803456130932517,0.5618751904354259),red
(-0.5618751904354259,0.803456130932517),green
(-0.803456130932517,-0.5618751904354259),orange
(1.4132122284934925,0.07407031238664541),blue
(-0.07407031238664541,1.4132122284934925),red
(-1.4132122284934925,-0.07407031238664541),green
(0.07407031238664541,-1.4132122284934925),orange
(-0.3359714427370184,-0.1592491367812068),blue
(0.1592491367812068,-0.3359714427370184),red
(0.3359714427370184,0.1592491367812068),green
(-0.1592491367812068,0.3359714427370184),orange
(0.7690052343421824,-0.8237763207857989),blue
(0.8237763207857989,0.7690052343421824),red
(-0.7690052343421824,0.8237763207857989),green
(-0.8237763207857989,-0.7690052343421824),orange
(0.29309803624581116,-0.9308554403574824),blue
(0.9308554403574824,0.29309803624581116),red
(-0.29309803624581116,0.9308554403574824),green
(-0.9308554403574824,-0.29309803624581116),orange
(1.540611537918458,-0.19470684180296935),blue
(0.19470684180296935,1.540611537918458),red
(-1.540611537918458,0.19470684180296935),green
(-0.19470684180296935,-1.540611537918458),orange
(-0.04932299653084618,-0.76399773370784),blue
(0.76399773370784,-0.04932299653084618),red
(0.04932299653084618,0.76399773370784),green
(-0.76399773370784,0.04932299653084618),orange
(1.3737538312688156,-0.5371278745796266),blue
(0.5371278745796266,1.3737538312688156),red
(-1.3737538312688156,0.5371278745796266),green
(-0.5371278745796266,-1.3737538312688156),orange
(0.8978466331724443,-0.6442069941513102),blue
(0.6442069941513102,0.8978466331724443),red
(-0.8978466331724443,0.6442069941513102),green
(-0.6442069941513102,-0.8978466331724443),orange
