(0.0,-0.5),blue
(0.433015,-0.25),red
(0.433015,0.25),green
(0.0,0.5),orange
(-0.433015,0.25),black
(-0.433015,-0.25),purple
(0.9330149999999999,-0.75),blue
(1.1160299999999999,0.433015),red
(0.18301499999999998,1.183015),green
(-0.9330149999999999,0.75),orange
(-1.1160299999999999,-0.433015),black
(-0.18301499999999998,-1.183015),purple
(-0.25,-0.25),blue
(0.09150749999999999,-0.34150749999999996),red
(0.34150749999999996,-0.09150749999999999),green
(0.25,0.25),orange
(-0.09150749999999999,0.34150749999999996),black
(-0.34150749999999996,0.09150749999999999),purple
(0.5915075,-0.8415075),blue
(1.0245224999999998,0.09150749999999999),red
(0.433015,0.9330149999999999),green
(-0.5915075,0.8415075),orange
(-1.0245224999999998,-0.09150749999999999),black
(-0.433015,-0.9330149999999999),purple
(0.09150749999999999,-0.8415075),blue
(0.7745225,-0.34150749999999996),red
(0.6830149999999999,0.5),green
(-0.09150749999999999,0.8415075),orange
(-0.7745225,0.34150749999999996),black
(-0.6830149999999999,-0.5),purple
(1.2745224999999998,-0.8415075),blue
(1.3660299999999999,0.6830149999999999),red
(0.09150749999999999,1.5245224999999998),green
(-1.2745224999999998,0.8415075),orange
(-1.3660299999999999,-0.6830149999999999),black
(-0.09150749999999999,-1.5245224999999998),purple
(-0.25,0.0),blue
(-0.125,-0.2165075),red
(0.125,-0.2165075),green
(0.25,0.0),orange
(0.125,0.2165075),black
(-0.125,0.2165075),purple
(0.375,-0.7165075),blue
(0.8080149999999999,-0.03349250000000001),red
(0.433015,0.6830149999999999),green
(-0.375,0.7165075),orange
(-0.8080149999999999,0.03349250000000001),black
(-0.433015,-0.6830149999999999),purple
(-0.125,-0.7165075),blue
(0.5580149999999999,-0.46650749999999996),red
(0.6830149999999999,0.25),green
(0.125,0.7165075),orange
(-0.5580149999999999,0.46650749999999996),black
(-0.6830149999999999,-0.25),purple
(1.058015,-0.9665075),blue
(1.3660299999999999,0.433015),red
(0.308015,1.3995225),green
(-1.058015,0.9665075),orange
(-1.3660299999999999,-0.433015),black
(-0.308015,-1.3995225),purple
(-0.375,-0.46650749999999996),blue
(0.2165075,-0.5580149999999999),red
(0.5915075,-0.09150749999999999),green
(0.375,0.46650749999999996),orange
(-0.2165075,0.5580149999999999),black
(-0.5915075,0.09150749999999999),purple
(0.7165075,-1.058015),blue
(1.2745224999999998,0.09150749999999999),red
(0.5580149999999999,1.1495225),green
(-0.7165075,1.058015),orange
(-1.2745224999999998,-0.09150749999999999),black
(-0.5580149999999999,-1.1495225),purple
(0.2165075,-1.058015),blue
(1.0245225,-0.34150749999999996),red
(0.8080149999999999,0.7165075),green
(-0.2165075,1.058015),orange
(-1.0245225,0.34150749999999996),black
(-0.8080149999999999,-0.7165075),purple
(1.5245224999999998,-0.8415075),blue
(1.4910299999999999,0.8995224999999999),red
(-0.03349250000000001,1.7410299999999999),green
(-1.5245224999999998,0.8415075),orange
(-1.4910299999999999,-0.8995224999999999),black
(0.03349250000000001,-1.7410299999999999),purple
(-0.125,0.125),blue
(-0.17075374999999998,-0.045753749999999996),red
(-0.045753749999999996,-0.17075374999999998),green
(0.125,-0.125),orange
(0.17075374999999998,0.045753749999999996),black
(0.045753749999999996,0.17075374999999998),purple
