n, binary, revolving, gaussian, color
1, [1], [(1+0j)], (1+0j), blue
1, [1], [(0.80902+0.58779j)], (0.80902+0.58779j), red
1, [1], [(0.30902+0.95106j)], (0.30902+0.95106j), green
1, [1], [(-0.30902+0.95106j)], (-0.30902+0.95106j), orange
1, [1], [(-0.80902+0.58779j)], (-0.80902+0.58779j), black
1, [1], [(-1+0j)], (-1+0j), purple
1, [1], [(-0.80902-0.58779j)], (-0.80902-0.58779j), cyan
1, [1], [(-0.30902-0.95106j)], (-0.30902-0.95106j), magenta
1, [1], [(0.30902-0.95106j)], (0.30902-0.95106j), yellow
1, [1], [(0.80902-0.58779j)], (0.80902-0.58779j), brown
2, [1, 0], [(1+0j), 0], 0.7j, blue
2, [1, 0], [(0.80902+0.58779j), 0], (-0.411453+0.566314j), red
2, [1, 0], [(0.30902+0.95106j), 0], (-0.665742+0.216314j), green
2, [1, 0], [(-0.30902+0.95106j), 0], (-0.665742-0.216314j), orange
2, [1, 0], [(-0.80902+0.58779j), 0], (-0.411453-0.566314j), black
2, [1, 0], [(-1+0j), 0], -0.7j, purple
2, [1, 0], [(-0.80902-0.58779j), 0], (0.411453-0.566314j), cyan
2, [1, 0], [(-0.30902-0.95106j), 0], (0.665742-0.216314j), magenta
2, [1, 0], [(0.30902-0.95106j), 0], (0.665742+0.216314j), yellow
2, [1, 0], [(0.80902-0.58779j), 0], (0.411453+0.566314j), brown
3, [1, 1], [(1+0j), (0.80902+0.58779j)], (0.80902+1.28779j), blue
3, [1, 1], [(0.80902+0.58779j), (0.30902+0.95106j)], (-0.102433+1.517374j), red
3, [1, 1], [(0.30902+0.95106j), (-0.30902+0.95106j)], (-0.9747619999999999+1.1673740000000001j), green
3, [1, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j)], (-1.474762+0.37147600000000003j), orange
3, [1, 1], [(-0.80902+0.58779j), (-1+0j)], (-1.411453-0.566314j), black
3, [1, 1], [(-1+0j), (-0.80902-0.58779j)], (-0.80902-1.28779j), purple
3, [1, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j)], (0.102433-1.517374j), cyan
3, [1, 1], [(-0.30902-0.95106j), (0.30902-0.95106j)], (0.9747619999999999-1.1673740000000001j), magenta
3, [1, 1], [(0.30902-0.95106j), (0.80902-0.58779j)], (1.474762-0.37147600000000003j), yellow
3, [1, 1], [(0.80902-0.58779j), (1+0j)], (1.411453+0.566314j), brown
4, [1, 0, 0], [(1+0j), 0, 0], (-0.48999999999999994+0j), blue
4, [1, 0, 0], [(0.80902+0.58779j), 0, 0], (-0.39641979999999993-0.28801709999999997j), red
4, [1, 0, 0], [(0.30902+0.95106j), 0, 0], (-0.1514198-0.4660194j), green
4, [1, 0, 0], [(-0.30902+0.95106j), 0, 0], (0.1514198-0.4660194j), orange
4, [1, 0, 0], [(-0.80902+0.58779j), 0, 0], (0.39641979999999993-0.28801709999999997j), black
4, [1, 0, 0], [(-1+0j), 0, 0], (0.48999999999999994+0j), purple
4, [1, 0, 0], [(-0.80902-0.58779j), 0, 0], (0.39641979999999993+0.28801709999999997j), cyan
4, [1, 0, 0], [(-0.30902-0.95106j), 0, 0], (0.1514198+0.4660194j), magenta
4, [1, 0, 0], [(0.30902-0.95106j), 0, 0], (-0.1514198+0.4660194j), yellow
4, [1, 0, 0], [(0.80902-0.58779j), 0, 0], (-0.39641979999999993+0.28801709999999997j), brown
5, [1, 0, 1], [(1+0j), 0, (0.80902+0.58779j)], (0.31902+0.58779j), blue
5, [1, 0, 1], [(0.80902+0.58779j), 0, (0.30902+0.95106j)], (-0.08739979999999992+0.6630429j), red
5, [1, 0, 1], [(0.30902+0.95106j), 0, (-0.30902+0.95106j)], (-0.4604398+0.48504060000000004j), green
5, [1, 0, 1], [(-0.30902+0.95106j), 0, (-0.80902+0.58779j)], (-0.6576002+0.12177060000000006j), orange
5, [1, 0, 1], [(-0.80902+0.58779j), 0, (-1+0j)], (-0.6035802000000001-0.28801709999999997j), black
5, [1, 0, 1], [(-1+0j), 0, (-0.80902-0.58779j)], (-0.31902-0.58779j), purple
5, [1, 0, 1], [(-0.80902-0.58779j), 0, (-0.30902-0.95106j)], (0.08739979999999992-0.6630429j), cyan
5, [1, 0, 1], [(-0.30902-0.95106j), 0, (0.30902-0.95106j)], (0.4604398-0.48504060000000004j), magenta
5, [1, 0, 1], [(0.30902-0.95106j), 0, (0.80902-0.58779j)], (0.6576002-0.12177060000000006j), yellow
5, [1, 0, 1], [(0.80902-0.58779j), 0, (1+0j)], (0.6035802000000001+0.28801709999999997j), brown
6, [1, 1, 0], [(1+0j), (0.80902+0.58779j), 0], (-0.901453+0.566314j), blue
6, [1, 1, 0], [(0.80902+0.58779j), (0.30902+0.95106j), 0], (-1.0621618-0.07170309999999996j), red
6, [1, 1, 0], [(0.30902+0.95106j), (-0.30902+0.95106j), 0], (-0.8171617999999999-0.6823334j), green
6, [1, 1, 0], [(-0.30902+0.95106j), (-0.80902+0.58779j), 0], (-0.2600332-1.0323334j), orange
6, [1, 1, 0], [(-0.80902+0.58779j), (-1+0j), 0], (0.39641979999999993-0.9880171j), black
6, [1, 1, 0], [(-1+0j), (-0.80902-0.58779j), 0], (0.901453-0.566314j), purple
6, [1, 1, 0], [(-0.80902-0.58779j), (-0.30902-0.95106j), 0], (1.0621618+0.07170309999999996j), cyan
6, [1, 1, 0], [(-0.30902-0.95106j), (0.30902-0.95106j), 0], (0.8171617999999999+0.6823334j), magenta
6, [1, 1, 0], [(0.30902-0.95106j), (0.80902-0.58779j), 0], (0.2600332+1.0323334j), yellow
6, [1, 1, 0], [(0.80902-0.58779j), (1+0j), 0], (-0.39641979999999993+0.9880171j), brown
7, [1, 1, 1], [(1+0j), (0.80902+0.58779j), (0.30902+0.95106j)], (-0.592433+1.517374j), blue
7, [1, 1, 1], [(0.80902+0.58779j), (0.30902+0.95106j), (-0.30902+0.95106j)], (-1.3711818+0.8793569000000001j), red
7, [1, 1, 1], [(0.30902+0.95106j), (-0.30902+0.95106j), (-0.80902+0.58779j)], (-1.6261818-0.09454339999999994j), green
7, [1, 1, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j), (-1+0j)], (-1.2600332-1.0323334j), orange
7, [1, 1, 1], [(-0.80902+0.58779j), (-1+0j), (-0.80902-0.58779j)], (-0.41260020000000003-1.5758071j), black
7, [1, 1, 1], [(-1+0j), (-0.80902-0.58779j), (-0.30902-0.95106j)], (0.592433-1.517374j), purple
7, [1, 1, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j), (0.30902-0.95106j)], (1.3711818-0.8793569000000001j), cyan
7, [1, 1, 1], [(-0.30902-0.95106j), (0.30902-0.95106j), (0.80902-0.58779j)], (1.6261818+0.09454339999999994j), magenta
7, [1, 1, 1], [(0.30902-0.95106j), (0.80902-0.58779j), (1+0j)], (1.2600332+1.0323334j), yellow
7, [1, 1, 1], [(0.80902-0.58779j), (1+0j), (0.80902+0.58779j)], (0.41260020000000003+1.5758071j), brown
8, [1, 0, 0, 0], [(1+0j), 0, 0, 0], -0.3429999999999999j, blue
8, [1, 0, 0, 0], [(0.80902+0.58779j), 0, 0, 0], (0.20161196999999997-0.2774938599999999j), red
8, [1, 0, 0, 0], [(0.30902+0.95106j), 0, 0, 0], (0.32621357999999995-0.10599385999999998j), green
8, [1, 0, 0, 0], [(-0.30902+0.95106j), 0, 0, 0], (0.32621357999999995+0.10599385999999998j), orange
8, [1, 0, 0, 0], [(-0.80902+0.58779j), 0, 0, 0], (0.20161196999999997+0.2774938599999999j), black
8, [1, 0, 0, 0], [(-1+0j), 0, 0, 0], 0.3429999999999999j, purple
8, [1, 0, 0, 0], [(-0.80902-0.58779j), 0, 0, 0], (-0.20161196999999997+0.2774938599999999j), cyan
8, [1, 0, 0, 0], [(-0.30902-0.95106j), 0, 0, 0], (-0.32621357999999995+0.10599385999999998j), magenta
8, [1, 0, 0, 0], [(0.30902-0.95106j), 0, 0, 0], (-0.32621357999999995-0.10599385999999998j), yellow
8, [1, 0, 0, 0], [(0.80902-0.58779j), 0, 0, 0], (-0.20161196999999997-0.2774938599999999j), brown
9, [1, 0, 0, 1], [(1+0j), 0, 0, (0.80902+0.58779j)], (0.80902+0.24479000000000012j), blue
9, [1, 0, 0, 1], [(0.80902+0.58779j), 0, 0, (0.30902+0.95106j)], (0.5106319699999999+0.6735661400000001j), red
9, [1, 0, 0, 1], [(0.30902+0.95106j), 0, 0, (-0.30902+0.95106j)], (0.01719357999999993+0.84506614j), green
9, [1, 0, 0, 1], [(-0.30902+0.95106j), 0, 0, (-0.80902+0.58779j)], (-0.48280642+0.69378386j), orange
9, [1, 0, 0, 1], [(-0.80902+0.58779j), 0, 0, (-1+0j)], (-0.79838803+0.2774938599999999j), black
9, [1, 0, 0, 1], [(-1+0j), 0, 0, (-0.80902-0.58779j)], (-0.80902-0.24479000000000012j), purple
9, [1, 0, 0, 1], [(-0.80902-0.58779j), 0, 0, (-0.30902-0.95106j)], (-0.5106319699999999-0.6735661400000001j), cyan
9, [1, 0, 0, 1], [(-0.30902-0.95106j), 0, 0, (0.30902-0.95106j)], (-0.01719357999999993-0.84506614j), magenta
9, [1, 0, 0, 1], [(0.30902-0.95106j), 0, 0, (0.80902-0.58779j)], (0.48280642-0.69378386j), yellow
9, [1, 0, 0, 1], [(0.80902-0.58779j), 0, 0, (1+0j)], (0.79838803-0.2774938599999999j), brown
10, [1, 0, 1, 0], [(1+0j), 0, (0.80902+0.58779j), 0], (-0.411453+0.22331400000000007j), blue
10, [1, 0, 1, 0], [(0.80902+0.58779j), 0, (0.30902+0.95106j), 0], (-0.46413002999999997-0.06117985999999992j), red
10, [1, 0, 1, 0], [(0.30902+0.95106j), 0, (-0.30902+0.95106j), 0], (-0.33952842-0.32230786j), green
10, [1, 0, 1, 0], [(-0.30902+0.95106j), 0, (-0.80902+0.58779j), 0], (-0.08523942000000007-0.46032014j), orange
10, [1, 0, 1, 0], [(-0.80902+0.58779j), 0, (-1+0j), 0], (0.20161196999999997-0.42250614000000003j), black
10, [1, 0, 1, 0], [(-1+0j), 0, (-0.80902-0.58779j), 0], (0.411453-0.22331400000000007j), purple
10, [1, 0, 1, 0], [(-0.80902-0.58779j), 0, (-0.30902-0.95106j), 0], (0.46413002999999997+0.06117985999999992j), cyan
10, [1, 0, 1, 0], [(-0.30902-0.95106j), 0, (0.30902-0.95106j), 0], (0.33952842+0.32230786j), magenta
10, [1, 0, 1, 0], [(0.30902-0.95106j), 0, (0.80902-0.58779j), 0], (0.08523942000000007+0.46032014j), yellow
10, [1, 0, 1, 0], [(0.80902-0.58779j), 0, (1+0j), 0], (-0.20161196999999997+0.42250614000000003j), brown
11, [1, 0, 1, 1], [(1+0j), 0, (0.80902+0.58779j), (0.30902+0.95106j)], (-0.102433+1.174374j), blue
11, [1, 0, 1, 1], [(0.80902+0.58779j), 0, (0.30902+0.95106j), (-0.30902+0.95106j)], (-0.77315003+0.88988014j), red
11, [1, 0, 1, 1], [(0.30902+0.95106j), 0, (-0.30902+0.95106j), (-0.80902+0.58779j)], (-1.14854842+0.26548214000000003j), green
11, [1, 0, 1, 1], [(-0.30902+0.95106j), 0, (-0.80902+0.58779j), (-1+0j)], (-1.0852394200000002-0.46032014j), orange
11, [1, 0, 1, 1], [(-0.80902+0.58779j), 0, (-1+0j), (-0.80902-0.58779j)], (-0.60740803-1.0102961400000001j), black
11, [1, 0, 1, 1], [(-1+0j), 0, (-0.80902-0.58779j), (-0.30902-0.95106j)], (0.102433-1.174374j), purple
11, [1, 0, 1, 1], [(-0.80902-0.58779j), 0, (-0.30902-0.95106j), (0.30902-0.95106j)], (0.77315003-0.88988014j), cyan
11, [1, 0, 1, 1], [(-0.30902-0.95106j), 0, (0.30902-0.95106j), (0.80902-0.58779j)], (1.14854842-0.26548214000000003j), magenta
11, [1, 0, 1, 1], [(0.30902-0.95106j), 0, (0.80902-0.58779j), (1+0j)], (1.0852394200000002+0.46032014j), yellow
11, [1, 0, 1, 1], [(0.80902-0.58779j), 0, (1+0j), (0.80902+0.58779j)], (0.60740803+1.0102961400000001j), brown
12, [1, 1, 0, 0], [(1+0j), (0.80902+0.58779j), 0, 0], (-0.39641979999999993-0.6310170999999999j), blue
12, [1, 1, 0, 0], [(0.80902+0.58779j), (0.30902+0.95106j), 0, 0], (0.05019216999999998-0.7435132599999998j), red
12, [1, 1, 0, 0], [(0.30902+0.95106j), (-0.30902+0.95106j), 0, 0], (0.47763337999999994-0.57201326j), green
12, [1, 1, 0, 0], [(-0.30902+0.95106j), (-0.80902+0.58779j), 0, 0], (0.7226333799999999-0.18202323999999998j), orange
12, [1, 1, 0, 0], [(-0.80902+0.58779j), (-1+0j), 0, 0], (0.6916119699999999+0.2774938599999999j), black
12, [1, 1, 0, 0], [(-1+0j), (-0.80902-0.58779j), 0, 0], (0.39641979999999993+0.6310170999999999j), purple
12, [1, 1, 0, 0], [(-0.80902-0.58779j), (-0.30902-0.95106j), 0, 0], (-0.05019216999999998+0.7435132599999998j), cyan
12, [1, 1, 0, 0], [(-0.30902-0.95106j), (0.30902-0.95106j), 0, 0], (-0.47763337999999994+0.57201326j), magenta
12, [1, 1, 0, 0], [(0.30902-0.95106j), (0.80902-0.58779j), 0, 0], (-0.7226333799999999+0.18202323999999998j), yellow
12, [1, 1, 0, 0], [(0.80902-0.58779j), (1+0j), 0, 0], (-0.6916119699999999-0.2774938599999999j), brown
13, [1, 1, 0, 1], [(1+0j), (0.80902+0.58779j), 0, (0.30902+0.95106j)], (-0.08739979999999992+0.32004290000000013j), blue
13, [1, 1, 0, 1], [(0.80902+0.58779j), (0.30902+0.95106j), 0, (-0.30902+0.95106j)], (-0.25882783000000004+0.20754674000000017j), red
13, [1, 1, 0, 1], [(0.30902+0.95106j), (-0.30902+0.95106j), 0, (-0.80902+0.58779j)], (-0.33138662+0.015776740000000067j), green
13, [1, 1, 0, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j), 0, (-1+0j)], (-0.2773666200000001-0.18202323999999998j), orange
13, [1, 1, 0, 1], [(-0.80902+0.58779j), (-1+0j), 0, (-0.80902-0.58779j)], (-0.11740803000000011-0.3102961400000001j), black
13, [1, 1, 0, 1], [(-1+0j), (-0.80902-0.58779j), 0, (-0.30902-0.95106j)], (0.08739979999999992-0.32004290000000013j), purple
13, [1, 1, 0, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j), 0, (0.30902-0.95106j)], (0.25882783000000004-0.20754674000000017j), cyan
13, [1, 1, 0, 1], [(-0.30902-0.95106j), (0.30902-0.95106j), 0, (0.80902-0.58779j)], (0.33138662-0.015776740000000067j), magenta
13, [1, 1, 0, 1], [(0.30902-0.95106j), (0.80902-0.58779j), 0, (1+0j)], (0.2773666200000001+0.18202323999999998j), yellow
13, [1, 1, 0, 1], [(0.80902-0.58779j), (1+0j), 0, (0.80902+0.58779j)], (0.11740803000000011+0.3102961400000001j), brown
14, [1, 1, 1, 0], [(1+0j), (0.80902+0.58779j), (0.30902+0.95106j), 0], (-1.0621618-0.4147030999999999j), blue
14, [1, 1, 1, 0], [(0.80902+0.58779j), (0.30902+0.95106j), (-0.30902+0.95106j), 0], (-0.61554983-0.9598272599999998j), red
14, [1, 1, 1, 0], [(0.30902+0.95106j), (-0.30902+0.95106j), (-0.80902+0.58779j), 0], (0.06618037999999993-1.13832726j), green
14, [1, 1, 1, 0], [(-0.30902+0.95106j), (-0.80902+0.58779j), (-1+0j), 0], (0.7226333799999999-0.8820232399999999j), orange
14, [1, 1, 1, 0], [(-0.80902+0.58779j), (-1+0j), (-0.80902-0.58779j), 0], (1.10306497-0.28882014000000006j), black
14, [1, 1, 1, 0], [(-1+0j), (-0.80902-0.58779j), (-0.30902-0.95106j), 0], (1.0621618+0.4147030999999999j), purple
14, [1, 1, 1, 0], [(-0.80902-0.58779j), (-0.30902-0.95106j), (0.30902-0.95106j), 0], (0.61554983+0.9598272599999998j), cyan
14, [1, 1, 1, 0], [(-0.30902-0.95106j), (0.30902-0.95106j), (0.80902-0.58779j), 0], (-0.06618037999999993+1.13832726j), magenta
14, [1, 1, 1, 0], [(0.30902-0.95106j), (0.80902-0.58779j), (1+0j), 0], (-0.7226333799999999+0.8820232399999999j), yellow
14, [1, 1, 1, 0], [(0.80902-0.58779j), (1+0j), (0.80902+0.58779j), 0], (-1.10306497+0.28882014000000006j), brown
15, [1, 1, 1, 1], [(1+0j), (0.80902+0.58779j), (0.30902+0.95106j), (-0.30902+0.95106j)], (-1.3711818+0.5363569000000001j), blue
15, [1, 1, 1, 1], [(0.80902+0.58779j), (0.30902+0.95106j), (-0.30902+0.95106j), (-0.80902+0.58779j)], (-1.4245698299999998-0.3720372599999998j), red
15, [1, 1, 1, 1], [(0.30902+0.95106j), (-0.30902+0.95106j), (-0.80902+0.58779j), (-1+0j)], (-0.9338196200000001-1.13832726j), green
15, [1, 1, 1, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j), (-1+0j), (-0.80902-0.58779j)], (-0.08638662000000008-1.46981324j), orange
15, [1, 1, 1, 1], [(-0.80902+0.58779j), (-1+0j), (-0.80902-0.58779j), (-0.30902-0.95106j)], (0.7940449699999999-1.2398801400000001j), black
15, [1, 1, 1, 1], [(-1+0j), (-0.80902-0.58779j), (-0.30902-0.95106j), (0.30902-0.95106j)], (1.3711818-0.5363569000000001j), purple
15, [1, 1, 1, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j), (0.30902-0.95106j), (0.80902-0.58779j)], (1.4245698299999998+0.3720372599999998j), cyan
15, [1, 1, 1, 1], [(-0.30902-0.95106j), (0.30902-0.95106j), (0.80902-0.58779j), (1+0j)], (0.9338196200000001+1.13832726j), magenta
15, [1, 1, 1, 1], [(0.30902-0.95106j), (0.80902-0.58779j), (1+0j), (0.80902+0.58779j)], (0.08638662000000008+1.46981324j), yellow
15, [1, 1, 1, 1], [(0.80902-0.58779j), (1+0j), (0.80902+0.58779j), (0.30902+0.95106j)], (-0.7940449699999999+1.2398801400000001j), brown
16, [1, 0, 0, 0, 0], [(1+0j), 0, 0, 0, 0], (0.24009999999999992+0j), blue
16, [1, 0, 0, 0, 0], [(0.80902+0.58779j), 0, 0, 0, 0], (0.19424570199999994+0.14112837899999997j), red
16, [1, 0, 0, 0, 0], [(0.30902+0.95106j), 0, 0, 0, 0], (0.07419570199999997+0.22834950599999992j), green
16, [1, 0, 0, 0, 0], [(-0.30902+0.95106j), 0, 0, 0, 0], (-0.07419570199999997+0.22834950599999992j), orange
16, [1, 0, 0, 0, 0], [(-0.80902+0.58779j), 0, 0, 0, 0], (-0.19424570199999994+0.14112837899999997j), black
16, [1, 0, 0, 0, 0], [(-1+0j), 0, 0, 0, 0], (-0.24009999999999992+0j), purple
16, [1, 0, 0, 0, 0], [(-0.80902-0.58779j), 0, 0, 0, 0], (-0.19424570199999994-0.14112837899999997j), cyan
16, [1, 0, 0, 0, 0], [(-0.30902-0.95106j), 0, 0, 0, 0], (-0.07419570199999997-0.22834950599999992j), magenta
16, [1, 0, 0, 0, 0], [(0.30902-0.95106j), 0, 0, 0, 0], (0.07419570199999997-0.22834950599999992j), yellow
16, [1, 0, 0, 0, 0], [(0.80902-0.58779j), 0, 0, 0, 0], (0.19424570199999994-0.14112837899999997j), brown
17, [1, 0, 0, 0, 1], [(1+0j), 0, 0, 0, (0.80902+0.58779j)], (1.0491199999999998+0.58779j), blue
17, [1, 0, 0, 0, 1], [(0.80902+0.58779j), 0, 0, 0, (0.30902+0.95106j)], (0.503265702+1.092188379j), red
17, [1, 0, 0, 0, 1], [(0.30902+0.95106j), 0, 0, 0, (-0.30902+0.95106j)], (-0.23482429800000004+1.1794095059999998j), green
17, [1, 0, 0, 0, 1], [(-0.30902+0.95106j), 0, 0, 0, (-0.80902+0.58779j)], (-0.883215702+0.816139506j), orange
17, [1, 0, 0, 0, 1], [(-0.80902+0.58779j), 0, 0, 0, (-1+0j)], (-1.194245702+0.14112837899999997j), black
