n, binary, revolving, gaussian, color
1, [1], [(1+0j)], (1+0j), blue
1, [1], [(0.80902-0.58779j)], (0.80902-0.58779j), red
1, [1], [(0.30902-0.95106j)], (0.30902-0.95106j), green
1, [1], [(-0.30902-0.95106j)], (-0.30902-0.95106j), orange
1, [1], [(-0.80902-0.58779j)], (-0.80902-0.58779j), black
1, [1], [(-1-0j)], (-1+0j), purple
1, [1], [(-0.80902+0.58779j)], (-0.80902+0.58779j), cyan
1, [1], [(-0.30902+0.95106j)], (-0.30902+0.95106j), magenta
1, [1], [(0.30902+0.95106j)], (0.30902+0.95106j), yellow
1, [1], [(0.80902+0.58779j)], (0.80902+0.58779j), brown
2, [1, 0], [(1+0j), 0], (0.3-1j), blue
2, [1, 0], [(0.80902-0.58779j), 0], (-0.34508400000000006-0.9853569999999999j), red
2, [1, 0], [(0.30902-0.95106j), 0], (-0.8583540000000001-0.594338j), green
2, [1, 0], [(-0.30902-0.95106j), 0], (-1.043766+0.023702j), orange
2, [1, 0], [(-0.80902-0.58779j), 0], (-0.830496+0.632683j), black
2, [1, 0], [(-1-0j), 0], (-0.3+1j), purple
2, [1, 0], [(-0.80902+0.58779j), 0], (0.34508400000000006+0.9853569999999999j), cyan
2, [1, 0], [(-0.30902+0.95106j), 0], (0.8583540000000001+0.594338j), magenta
2, [1, 0], [(0.30902+0.95106j), 0], (1.043766-0.023702j), yellow
2, [1, 0], [(0.80902+0.58779j), 0], (0.830496-0.632683j), brown
3, [1, 1], [(1+0j), (0.80902-0.58779j)], (1.10902-1.58779j), blue
3, [1, 1], [(0.80902-0.58779j), (0.30902-0.95106j)], (-0.03606400000000004-1.936417j), red
3, [1, 1], [(0.30902-0.95106j), (-0.30902-0.95106j)], (-1.1673740000000001-1.545398j), green
3, [1, 1], [(-0.30902-0.95106j), (-0.80902-0.58779j)], (-1.852786-0.564088j), orange
3, [1, 1], [(-0.80902-0.58779j), (-1-0j)], (-1.8304960000000001+0.632683j), black
3, [1, 1], [(-1-0j), (-0.80902+0.58779j)], (-1.10902+1.58779j), purple
3, [1, 1], [(-0.80902+0.58779j), (-0.30902+0.95106j)], (0.03606400000000004+1.936417j), cyan
3, [1, 1], [(-0.30902+0.95106j), (0.30902+0.95106j)], (1.1673740000000001+1.545398j), magenta
3, [1, 1], [(0.30902+0.95106j), (0.80902+0.58779j)], (1.852786+0.564088j), yellow
3, [1, 1], [(0.80902+0.58779j), (1+0j)], (1.8304960000000001-0.632683j), brown
4, [1, 0, 0], [(1+0j), 0, 0], (-0.91-0.6j), blue
4, [1, 0, 0], [(0.80902-0.58779j), 0, 0], (-1.0888822+0.049476900000000046j), red
4, [1, 0, 0], [(0.30902-0.95106j), 0, 0], (-0.8518442+0.6800526j), green
4, [1, 0, 0], [(-0.30902-0.95106j), 0, 0], (-0.2894278+1.0508766j), orange
4, [1, 0, 0], [(-0.80902-0.58779j), 0, 0], (0.3835342+1.0203009j), black
4, [1, 0, 0], [(-1-0j), 0, 0], (0.91+0.6j), purple
4, [1, 0, 0], [(-0.80902+0.58779j), 0, 0], (1.0888822-0.049476900000000046j), cyan
4, [1, 0, 0], [(-0.30902+0.95106j), 0, 0], (0.8518442-0.6800526j), magenta
4, [1, 0, 0], [(0.30902+0.95106j), 0, 0], (0.2894278-1.0508766j), yellow
4, [1, 0, 0], [(0.80902+0.58779j), 0, 0], (-0.3835342-1.0203009j), brown
5, [1, 0, 1], [(1+0j), 0, (0.80902-0.58779j)], (-0.10098000000000007-1.1877900000000001j), blue
5, [1, 0, 1], [(0.80902-0.58779j), 0, (0.30902-0.95106j)], (-0.7798622-0.9015831j), red
5, [1, 0, 1], [(0.30902-0.95106j), 0, (-0.30902-0.95106j)], (-1.1608642-0.2710074j), green
5, [1, 0, 1], [(-0.30902-0.95106j), 0, (-0.80902-0.58779j)], (-1.0984478+0.4630866j), orange
5, [1, 0, 1], [(-0.80902-0.58779j), 0, (-1-0j)], (-0.6164658000000001+1.0203009j), black
5, [1, 0, 1], [(-1-0j), 0, (-0.80902+0.58779j)], (0.10098000000000007+1.1877900000000001j), purple
5, [1, 0, 1], [(-0.80902+0.58779j), 0, (-0.30902+0.95106j)], (0.7798622+0.9015831j), cyan
5, [1, 0, 1], [(-0.30902+0.95106j), 0, (0.30902+0.95106j)], (1.1608642+0.2710074j), magenta
5, [1, 0, 1], [(0.30902+0.95106j), 0, (0.80902+0.58779j)], (1.0984478-0.4630866j), yellow
5, [1, 0, 1], [(0.80902+0.58779j), 0, (1+0j)], (0.6164658000000001-1.0203009j), brown
6, [1, 1, 0], [(1+0j), (0.80902-0.58779j), 0], (-1.255084-1.585357j), blue
6, [1, 1, 0], [(0.80902-0.58779j), (0.30902-0.95106j), 0], (-1.9472362-0.5448611j), red
6, [1, 1, 0], [(0.30902-0.95106j), (-0.30902-0.95106j), 0], (-1.8956102000000001+0.7037546j), green
6, [1, 1, 0], [(-0.30902-0.95106j), (-0.80902-0.58779j), 0], (-1.1199238+1.6835596000000002j), orange
6, [1, 1, 0], [(-0.80902-0.58779j), (-1-0j), 0], (0.0835342+2.0203009j), black
6, [1, 1, 0], [(-1-0j), (-0.80902+0.58779j), 0], (1.255084+1.585357j), purple
6, [1, 1, 0], [(-0.80902+0.58779j), (-0.30902+0.95106j), 0], (1.9472362+0.5448611j), cyan
6, [1, 1, 0], [(-0.30902+0.95106j), (0.30902+0.95106j), 0], (1.8956102000000001-0.7037546j), magenta
6, [1, 1, 0], [(0.30902+0.95106j), (0.80902+0.58779j), 0], (1.1199238-1.6835596000000002j), yellow
6, [1, 1, 0], [(0.80902+0.58779j), (1+0j), 0], (-0.0835342-2.0203009j), brown
7, [1, 1, 1], [(1+0j), (0.80902-0.58779j), (0.30902-0.95106j)], (-0.946064-2.536417j), blue
7, [1, 1, 1], [(0.80902-0.58779j), (0.30902-0.95106j), (-0.30902-0.95106j)], (-2.2562562-1.4959211j), red
7, [1, 1, 1], [(0.30902-0.95106j), (-0.30902-0.95106j), (-0.80902-0.58779j)], (-2.7046302+0.11596459999999997j), green
7, [1, 1, 1], [(-0.30902-0.95106j), (-0.80902-0.58779j), (-1-0j)], (-2.1199238+1.6835596000000002j), orange
7, [1, 1, 1], [(-0.80902-0.58779j), (-1-0j), (-0.80902+0.58779j)], (-0.7254858+2.6080909j), black
7, [1, 1, 1], [(-1-0j), (-0.80902+0.58779j), (-0.30902+0.95106j)], (0.946064+2.536417j), purple
7, [1, 1, 1], [(-0.80902+0.58779j), (-0.30902+0.95106j), (0.30902+0.95106j)], (2.2562562+1.4959211j), cyan
7, [1, 1, 1], [(-0.30902+0.95106j), (0.30902+0.95106j), (0.80902+0.58779j)], (2.7046302-0.11596459999999997j), magenta
7, [1, 1, 1], [(0.30902+0.95106j), (0.80902+0.58779j), (1+0j)], (2.1199238-1.6835596000000002j), yellow
7, [1, 1, 1], [(0.80902+0.58779j), (1+0j), (0.80902-0.58779j)], (0.7254858-2.6080909j), brown
8, [1, 0, 0, 0], [(1+0j), 0, 0, 0], (-0.873+0.73j), blue
8, [1, 0, 0, 0], [(0.80902-0.58779j), 0, 0, 0], (-0.27718775999999995+1.10372527j), red
8, [1, 0, 0, 0], [(0.30902-0.95106j), 0, 0, 0], (0.42449933999999995+1.05585998j), green
8, [1, 0, 0, 0], [(-0.30902-0.95106j), 0, 0, 0], (0.96404826+0.60469078j), orange
8, [1, 0, 0, 0], [(-0.80902-0.58779j), 0, 0, 0], (1.13536116-0.07744392999999983j), black
8, [1, 0, 0, 0], [(-1-0j), 0, 0, 0], (0.873-0.73j), purple
8, [1, 0, 0, 0], [(-0.80902+0.58779j), 0, 0, 0], (0.27718775999999995-1.10372527j), cyan
8, [1, 0, 0, 0], [(-0.30902+0.95106j), 0, 0, 0], (-0.42449933999999995-1.05585998j), magenta
8, [1, 0, 0, 0], [(0.30902+0.95106j), 0, 0, 0], (-0.96404826-0.60469078j), yellow
8, [1, 0, 0, 0], [(0.80902+0.58779j), 0, 0, 0], (-1.13536116+0.07744392999999983j), brown
9, [1, 0, 0, 1], [(1+0j), 0, 0, (0.80902-0.58779j)], (-0.06398000000000004+0.14220999999999995j), blue
9, [1, 0, 0, 1], [(0.80902-0.58779j), 0, 0, (0.30902-0.95106j)], (0.03183224000000007+0.15266526999999996j), red
9, [1, 0, 0, 1], [(0.30902-0.95106j), 0, 0, (-0.30902-0.95106j)], (0.11547933999999993+0.1047999799999999j), green
9, [1, 0, 0, 1], [(-0.30902-0.95106j), 0, 0, (-0.80902-0.58779j)], (0.15502826000000003+0.01690077999999995j), orange
9, [1, 0, 0, 1], [(-0.80902-0.58779j), 0, 0, (-1-0j)], (0.13536115999999998-0.07744392999999983j), black
9, [1, 0, 0, 1], [(-1-0j), 0, 0, (-0.80902+0.58779j)], (0.06398000000000004-0.14220999999999995j), purple
9, [1, 0, 0, 1], [(-0.80902+0.58779j), 0, 0, (-0.30902+0.95106j)], (-0.03183224000000007-0.15266526999999996j), cyan
9, [1, 0, 0, 1], [(-0.30902+0.95106j), 0, 0, (0.30902+0.95106j)], (-0.11547933999999993-0.1047999799999999j), magenta
9, [1, 0, 0, 1], [(0.30902+0.95106j), 0, 0, (0.80902+0.58779j)], (-0.15502826000000003-0.01690077999999995j), yellow
9, [1, 0, 0, 1], [(0.80902+0.58779j), 0, 0, (1+0j)], (-0.13536115999999998+0.07744392999999983j), brown
10, [1, 0, 1, 0], [(1+0j), 0, (0.80902-0.58779j), 0], (-1.2180840000000002-0.25535699999999995j), blue
10, [1, 0, 1, 0], [(0.80902-0.58779j), 0, (0.30902-0.95106j), 0], (-1.13554176+0.50938727j), red
10, [1, 0, 1, 0], [(0.30902-0.95106j), 0, (-0.30902-0.95106j), 0], (-0.6192666600000001+1.0795619799999998j), green
10, [1, 0, 1, 0], [(-0.30902-0.95106j), 0, (-0.80902-0.58779j), 0], (0.13355225999999998+1.23737378j), orange
10, [1, 0, 1, 0], [(-0.80902-0.58779j), 0, (-1-0j), 0], (0.8353611599999999+0.9225560700000002j), black
10, [1, 0, 1, 0], [(-1-0j), 0, (-0.80902+0.58779j), 0], (1.2180840000000002+0.25535699999999995j), purple
10, [1, 0, 1, 0], [(-0.80902+0.58779j), 0, (-0.30902+0.95106j), 0], (1.13554176-0.50938727j), cyan
10, [1, 0, 1, 0], [(-0.30902+0.95106j), 0, (0.30902+0.95106j), 0], (0.6192666600000001-1.0795619799999998j), magenta
10, [1, 0, 1, 0], [(0.30902+0.95106j), 0, (0.80902+0.58779j), 0], (-0.13355225999999998-1.23737378j), yellow
10, [1, 0, 1, 0], [(0.80902+0.58779j), 0, (1+0j), 0], (-0.8353611599999999-0.9225560700000002j), brown
11, [1, 0, 1, 1], [(1+0j), 0, (0.80902-0.58779j), (0.30902-0.95106j)], (-0.9090640000000001-1.206417j), blue
11, [1, 0, 1, 1], [(0.80902-0.58779j), 0, (0.30902-0.95106j), (-0.30902-0.95106j)], (-1.44456176-0.44167273000000007j), red
11, [1, 0, 1, 1], [(0.30902-0.95106j), 0, (-0.30902-0.95106j), (-0.80902-0.58779j)], (-1.42828666+0.4917719799999998j), green
11, [1, 0, 1, 1], [(-0.30902-0.95106j), 0, (-0.80902-0.58779j), (-1-0j)], (-0.86644774+1.23737378j), orange
11, [1, 0, 1, 1], [(-0.80902-0.58779j), 0, (-1-0j), (-0.80902+0.58779j)], (0.026341159999999975+1.5103460700000002j), black
11, [1, 0, 1, 1], [(-1-0j), 0, (-0.80902+0.58779j), (-0.30902+0.95106j)], (0.9090640000000001+1.206417j), purple
11, [1, 0, 1, 1], [(-0.80902+0.58779j), 0, (-0.30902+0.95106j), (0.30902+0.95106j)], (1.44456176+0.44167273000000007j), cyan
11, [1, 0, 1, 1], [(-0.30902+0.95106j), 0, (0.30902+0.95106j), (0.80902+0.58779j)], (1.42828666-0.4917719799999998j), magenta
11, [1, 0, 1, 1], [(0.30902+0.95106j), 0, (0.80902+0.58779j), (1+0j)], (0.86644774-1.23737378j), yellow
11, [1, 0, 1, 1], [(0.80902+0.58779j), 0, (1+0j), (0.80902-0.58779j)], (-0.026341159999999975-1.5103460700000002j), brown
12, [1, 1, 0, 0], [(1+0j), (0.80902-0.58779j), 0, 0], (-1.9618822+0.7794769j), blue
12, [1, 1, 0, 0], [(0.80902-0.58779j), (0.30902-0.95106j), 0, 0], (-1.12903196+1.78377787j), red
12, [1, 1, 0, 0], [(0.30902-0.95106j), (-0.30902-0.95106j), 0, 0], (0.13507153999999993+2.1067365799999997j), green
12, [1, 1, 0, 0], [(-0.30902-0.95106j), (-0.80902-0.58779j), 0, 0], (1.34758246+1.62499168j), orange
12, [1, 1, 0, 0], [(-0.80902-0.58779j), (-1-0j), 0, 0], (2.04536116+0.5225560700000002j), black
12, [1, 1, 0, 0], [(-1-0j), (-0.80902+0.58779j), 0, 0], (1.9618822-0.7794769j), purple
12, [1, 1, 0, 0], [(-0.80902+0.58779j), (-0.30902+0.95106j), 0, 0], (1.12903196-1.78377787j), cyan
12, [1, 1, 0, 0], [(-0.30902+0.95106j), (0.30902+0.95106j), 0, 0], (-0.13507153999999993-2.1067365799999997j), magenta
12, [1, 1, 0, 0], [(0.30902+0.95106j), (0.80902+0.58779j), 0, 0], (-1.34758246-1.62499168j), yellow
12, [1, 1, 0, 0], [(0.80902+0.58779j), (1+0j), 0, 0], (-2.04536116-0.5225560700000002j), brown
13, [1, 1, 0, 1], [(1+0j), (0.80902-0.58779j), 0, (0.30902-0.95106j)], (-1.6528622-0.1715831j), blue
13, [1, 1, 0, 1], [(0.80902-0.58779j), (0.30902-0.95106j), 0, (-0.30902-0.95106j)], (-1.4380519600000001+0.83271787j), red
13, [1, 1, 0, 1], [(0.30902-0.95106j), (-0.30902-0.95106j), 0, (-0.80902-0.58779j)], (-0.6739484600000001+1.5189465799999997j), green
13, [1, 1, 0, 1], [(-0.30902-0.95106j), (-0.80902-0.58779j), 0, (-1-0j)], (0.3475824599999999+1.62499168j), orange
