1, [1], [(1+0j)], 3.3333333333333335j, blue
2, [0, 1], [0, (1+0j)], (-11.11111111111111+0j), blue
3, [1, 1], [(1+0j), (1+0j)], (-11.11111111111111+3.3333333333333335j), blue
4, [0, 0, 1], [0, 0, (1+0j)], -37.03703703703704j, blue
5, [1, 0, 1], [(1+0j), 0, (1+0j)], -33.7037037037037j, blue
6, [0, 1, 1], [0, (1+0j), (1+0j)], (-11.11111111111111-37.03703703703704j), blue
7, [1, 1, 1], [(1+0j), (1+0j), (1+0j)], (-11.11111111111111-33.7037037037037j), blue
8, [0, 0, 0, 1], [0, 0, 0, (1+0j)], (123.4567901234568+0j), blue
9, [1, 0, 0, 1], [(1+0j), 0, 0, (1+0j)], (123.4567901234568+3.3333333333333335j), blue
10, [0, 1, 0, 1], [0, (1+0j), 0, (1+0j)], (112.34567901234568+0j), blue
11, [1, 1, 0, 1], [(1+0j), (1+0j), 0, (1+0j)], (112.34567901234568+3.3333333333333335j), blue
12, [0, 0, 1, 1], [0, 0, (1+0j), (1+0j)], (123.4567901234568-37.03703703703704j), blue
13, [1, 0, 1, 1], [(1+0j), 0, (1+0j), (1+0j)], (123.4567901234568-33.7037037037037j), blue
14, [0, 1, 1, 1], [0, (1+0j), (1+0j), (1+0j)], (112.34567901234568-37.03703703703704j), blue
15, [1, 1, 1, 1], [(1+0j), (1+0j), (1+0j), (1+0j)], (112.34567901234568-33.7037037037037j), blue
16, [0, 0, 0, 0, 1], [0, 0, 0, 0, (1+0j)], 411.52263374485597j, blue
17, [1, 0, 0, 0, 1], [(1+0j), 0, 0, 0, (1+0j)], 414.8559670781893j, blue
18, [0, 1, 0, 0, 1], [0, (1+0j), 0, 0, (1+0j)], (-11.11111111111111+411.52263374485597j), blue
19, [1, 1, 0, 0, 1], [(1+0j), (1+0j), 0, 0, (1+0j)], (-11.11111111111111+414.8559670781893j), blue
20, [0, 0, 1, 0, 1], [0, 0, (1+0j), 0, (1+0j)], 374.4855967078189j, blue
21, [1, 0, 1, 0, 1], [(1+0j), 0, (1+0j), 0, (1+0j)], 377.81893004115227j, blue
22, [0, 1, 1, 0, 1], [0, (1+0j), (1+0j), 0, (1+0j)], (-11.11111111111111+374.4855967078189j), blue
23, [1, 1, 1, 0, 1], [(1+0j), (1+0j), (1+0j), 0, (1+0j)], (-11.11111111111111+377.81893004115227j), blue
24, [0, 0, 0, 1, 1], [0, 0, 0, (1+0j), (1+0j)], (123.4567901234568+411.52263374485597j), blue
25, [1, 0, 0, 1, 1], [(1+0j), 0, 0, (1+0j), (1+0j)], (123.4567901234568+414.8559670781893j), blue
26, [0, 1, 0, 1, 1], [0, (1+0j), 0, (1+0j), (1+0j)], (112.34567901234568+411.52263374485597j), blue
27, [1, 1, 0, 1, 1], [(1+0j), (1+0j), 0, (1+0j), (1+0j)], (112.34567901234568+414.8559670781893j), blue
28, [0, 0, 1, 1, 1], [0, 0, (1+0j), (1+0j), (1+0j)], (123.4567901234568+374.4855967078189j), blue
29, [1, 0, 1, 1, 1], [(1+0j), 0, (1+0j), (1+0j), (1+0j)], (123.4567901234568+377.81893004115227j), blue
30, [0, 1, 1, 1, 1], [0, (1+0j), (1+0j), (1+0j), (1+0j)], (112.34567901234568+374.4855967078189j), blue
31, [1, 1, 1, 1, 1], [(1+0j), (1+0j), (1+0j), (1+0j), (1+0j)], (112.34567901234568+377.81893004115227j), blue
32, [0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, (1+0j)], (-1371.7421124828534+0j), blue
33, [1, 0, 0, 0, 0, 1], [(1+0j), 0, 0, 0, 0, (1+0j)], (-1371.7421124828534+3.3333333333333335j), blue
34, [0, 1, 0, 0, 0, 1], [0, (1+0j), 0, 0, 0, (1+0j)], (-1382.8532235939645+0j), blue
35, [1, 1, 0, 0, 0, 1], [(1+0j), (1+0j), 0, 0, 0, (1+0j)], (-1382.8532235939645+3.3333333333333335j), blue
36, [0, 0, 1, 0, 0, 1], [0, 0, (1+0j), 0, 0, (1+0j)], (-1371.7421124828534-37.03703703703704j), blue
37, [1, 0, 1, 0, 0, 1], [(1+0j), 0, (1+0j), 0, 0, (1+0j)], (-1371.7421124828534-33.7037037037037j), blue
38, [0, 1, 1, 0, 0, 1], [0, (1+0j), (1+0j), 0, 0, (1+0j)], (-1382.8532235939645-37.03703703703704j), blue
39, [1, 1, 1, 0, 0, 1], [(1+0j), (1+0j), (1+0j), 0, 0, (1+0j)], (-1382.8532235939645-33.7037037037037j), blue
40, [0, 0, 0, 1, 0, 1], [0, 0, 0, (1+0j), 0, (1+0j)], (-1248.2853223593966+0j), blue
41, [1, 0, 0, 1, 0, 1], [(1+0j), 0, 0, (1+0j), 0, (1+0j)], (-1248.2853223593966+3.3333333333333335j), blue
42, [0, 1, 0, 1, 0, 1], [0, (1+0j), 0, (1+0j), 0, (1+0j)], (-1259.3964334705076+0j), blue
43, [1, 1, 0, 1, 0, 1], [(1+0j), (1+0j), 0, (1+0j), 0, (1+0j)], (-1259.3964334705076+3.3333333333333335j), blue
44, [0, 0, 1, 1, 0, 1], [0, 0, (1+0j), (1+0j), 0, (1+0j)], (-1248.2853223593966-37.03703703703704j), blue
45, [1, 0, 1, 1, 0, 1], [(1+0j), 0, (1+0j), (1+0j), 0, (1+0j)], (-1248.2853223593966-33.7037037037037j), blue
46, [0, 1, 1, 1, 0, 1], [0, (1+0j), (1+0j), (1+0j), 0, (1+0j)], (-1259.3964334705076-37.03703703703704j), blue
47, [1, 1, 1, 1, 0, 1], [(1+0j), (1+0j), (1+0j), (1+0j), 0, (1+0j)], (-1259.3964334705076-33.7037037037037j), blue
48, [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, (1+0j), (1+0j)], (-1371.7421124828534+411.52263374485597j), blue
49, [1, 0, 0, 0, 1, 1], [(1+0j), 0, 0, 0, (1+0j), (1+0j)], (-1371.7421124828534+414.8559670781893j), blue
50, [0, 1, 0, 0, 1, 1], [0, (1+0j), 0, 0, (1+0j), (1+0j)], (-1382.8532235939645+411.52263374485597j), blue
51, [1, 1, 0, 0, 1, 1], [(1+0j), (1+0j), 0, 0, (1+0j), (1+0j)], (-1382.8532235939645+414.8559670781893j), blue
52, [0, 0, 1, 0, 1, 1], [0, 0, (1+0j), 0, (1+0j), (1+0j)], (-1371.7421124828534+374.4855967078189j), blue
53, [1, 0, 1, 0, 1, 1], [(1+0j), 0, (1+0j), 0, (1+0j), (1+0j)], (-1371.7421124828534+377.81893004115227j), blue
54, [0, 1, 1, 0, 1, 1], [0, (1+0j), (1+0j), 0, (1+0j), (1+0j)], (-1382.8532235939645+374.4855967078189j), blue
55, [1, 1, 1, 0, 1, 1], [(1+0j), (1+0j), (1+0j), 0, (1+0j), (1+0j)], (-1382.8532235939645+377.81893004115227j), blue
56, [0, 0, 0, 1, 1, 1], [0, 0, 0, (1+0j), (1+0j), (1+0j)], (-1248.2853223593966+411.52263374485597j), blue
57, [1, 0, 0, 1, 1, 1], [(1+0j), 0, 0, (1+0j), (1+0j), (1+0j)], (-1248.2853223593966+414.8559670781893j), blue
58, [0, 1, 0, 1, 1, 1], [0, (1+0j), 0, (1+0j), (1+0j), (1+0j)], (-1259.3964334705076+411.52263374485597j), blue
59, [1, 1, 0, 1, 1, 1], [(1+0j), (1+0j), 0, (1+0j), (1+0j), (1+0j)], (-1259.3964334705076+414.8559670781893j), blue
60, [0, 0, 1, 1, 1, 1], [0, 0, (1+0j), (1+0j), (1+0j), (1+0j)], (-1248.2853223593966+374.4855967078189j), blue
61, [1, 0, 1, 1, 1, 1], [(1+0j), 0, (1+0j), (1+0j), (1+0j), (1+0j)], (-1248.2853223593966+377.81893004115227j), blue
62, [0, 1, 1, 1, 1, 1], [0, (1+0j), (1+0j), (1+0j), (1+0j), (1+0j)], (-1259.3964334705076+374.4855967078189j), blue
63, [1, 1, 1, 1, 1, 1], [(1+0j), (1+0j), (1+0j), (1+0j), (1+0j), (1+0j)], (-1259.3964334705076+377.81893004115227j), blue
64, [0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, (1+0j)], -4572.473708276178j, blue
65, [1, 0, 0, 0, 0, 0, 1], [(1+0j), 0, 0, 0, 0, 0, (1+0j)], -4569.140374942845j, blue
66, [0, 1, 0, 0, 0, 0, 1], [0, (1+0j), 0, 0, 0, 0, (1+0j)], (-11.11111111111111-4572.473708276178j), blue
67, [1, 1, 0, 0, 0, 0, 1], [(1+0j), (1+0j), 0, 0, 0, 0, (1+0j)], (-11.11111111111111-4569.140374942845j), blue
68, [0, 0, 1, 0, 0, 0, 1], [0, 0, (1+0j), 0, 0, 0, (1+0j)], -4609.510745313215j, blue
69, [1, 0, 1, 0, 0, 0, 1], [(1+0j), 0, (1+0j), 0, 0, 0, (1+0j)], -4606.177411979881j, blue
70, [0, 1, 1, 0, 0, 0, 1], [0, (1+0j), (1+0j), 0, 0, 0, (1+0j)], (-11.11111111111111-4609.510745313215j), blue
71, [1, 1, 1, 0, 0, 0, 1], [(1+0j), (1+0j), (1+0j), 0, 0, 0, (1+0j)], (-11.11111111111111-4606.177411979881j), blue
72, [0, 0, 0, 1, 0, 0, 1], [0, 0, 0, (1+0j), 0, 0, (1+0j)], (123.4567901234568-4572.473708276178j), blue
73, [1, 0, 0, 1, 0, 0, 1], [(1+0j), 0, 0, (1+0j), 0, 0, (1+0j)], (123.4567901234568-4569.140374942845j), blue
74, [0, 1, 0, 1, 0, 0, 1], [0, (1+0j), 0, (1+0j), 0, 0, (1+0j)], (112.34567901234568-4572.473708276178j), blue
75, [1, 1, 0, 1, 0, 0, 1], [(1+0j), (1+0j), 0, (1+0j), 0, 0, (1+0j)], (112.34567901234568-4569.140374942845j), blue
76, [0, 0, 1, 1, 0, 0, 1], [0, 0, (1+0j), (1+0j), 0, 0, (1+0j)], (123.4567901234568-4609.510745313215j), blue
77, [1, 0, 1, 1, 0, 0, 1], [(1+0j), 0, (1+0j), (1+0j), 0, 0, (1+0j)], (123.4567901234568-4606.177411979881j), blue
78, [0, 1, 1, 1, 0, 0, 1], [0, (1+0j), (1+0j), (1+0j), 0, 0, (1+0j)], (112.34567901234568-4609.510745313215j), blue
79, [1, 1, 1, 1, 0, 0, 1], [(1+0j), (1+0j), (1+0j), (1+0j), 0, 0, (1+0j)], (112.34567901234568-4606.177411979881j), blue
80, [0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, (1+0j), 0, (1+0j)], -4160.951074531322j, blue
81, [1, 0, 0, 0, 1, 0, 1], [(1+0j), 0, 0, 0, (1+0j), 0, (1+0j)], -4157.617741197988j, blue
82, [0, 1, 0, 0, 1, 0, 1], [0, (1+0j), 0, 0, (1+0j), 0, (1+0j)], (-11.11111111111111-4160.951074531322j), blue
83, [1, 1, 0, 0, 1, 0, 1], [(1+0j), (1+0j), 0, 0, (1+0j), 0, (1+0j)], (-11.11111111111111-4157.617741197988j), blue
84, [0, 0, 1, 0, 1, 0, 1], [0, 0, (1+0j), 0, (1+0j), 0, (1+0j)], -4197.988111568358j, blue
85, [1, 0, 1, 0, 1, 0, 1], [(1+0j), 0, (1+0j), 0, (1+0j), 0, (1+0j)], -4194.654778235025j, blue
86, [0, 1, 1, 0, 1, 0, 1], [0, (1+0j), (1+0j), 0, (1+0j), 0, (1+0j)], (-11.11111111111111-4197.988111568358j), blue
87, [1, 1, 1, 0, 1, 0, 1], [(1+0j), (1+0j), (1+0j), 0, (1+0j), 0, (1+0j)], (-11.11111111111111-4194.654778235025j), blue
88, [0, 0, 0, 1, 1, 0, 1], [0, 0, 0, (1+0j), (1+0j), 0, (1+0j)], (123.4567901234568-4160.951074531322j), blue
89, [1, 0, 0, 1, 1, 0, 1], [(1+0j), 0, 0, (1+0j), (1+0j), 0, (1+0j)], (123.4567901234568-4157.617741197988j), blue
90, [0, 1, 0, 1, 1, 0, 1], [0, (1+0j), 0, (1+0j), (1+0j), 0, (1+0j)], (112.34567901234568-4160.951074531322j), blue
91, [1, 1, 0, 1, 1, 0, 1], [(1+0j), (1+0j), 0, (1+0j), (1+0j), 0, (1+0j)], (112.34567901234568-4157.617741197988j), blue
92, [0, 0, 1, 1, 1, 0, 1], [0, 0, (1+0j), (1+0j), (1+0j), 0, (1+0j)], (123.4567901234568-4197.988111568358j), blue
93, [1, 0, 1, 1, 1, 0, 1], [(1+0j), 0, (1+0j), (1+0j), (1+0j), 0, (1+0j)], (123.4567901234568-4194.654778235025j), blue
94, [0, 1, 1, 1, 1, 0, 1], [0, (1+0j), (1+0j), (1+0j), (1+0j), 0, (1+0j)], (112.34567901234568-4197.988111568358j), blue
95, [1, 1, 1, 1, 1, 0, 1], [(1+0j), (1+0j), (1+0j), (1+0j), (1+0j), 0, (1+0j)], (112.34567901234568-4194.654778235025j), blue
96, [0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, (1+0j), (1+0j)], (-1371.7421124828534-4572.473708276178j), blue
97, [1, 0, 0, 0, 0, 1, 1], [(1+0j), 0, 0, 0, 0, (1+0j), (1+0j)], (-1371.7421124828534-4569.140374942845j), blue
98, [0, 1, 0, 0, 0, 1, 1], [0, (1+0j), 0, 0, 0, (1+0j), (1+0j)], (-1382.8532235939645-4572.473708276178j), blue
99, [1, 1, 0, 0, 0, 1, 1], [(1+0j), (1+0j), 0, 0, 0, (1+0j), (1+0j)], (-1382.8532235939645-4569.140374942845j), blue
100, [0, 0, 1, 0, 0, 1, 1], [0, 0, (1+0j), 0, 0, (1+0j), (1+0j)], (-1371.7421124828534-4609.510745313215j), blue
101, [1, 0, 1, 0, 0, 1, 1], [(1+0j), 0, (1+0j), 0, 0, (1+0j), (1+0j)], (-1371.7421124828534-4606.177411979881j), blue
102, [0, 1, 1, 0, 0, 1, 1], [0, (1+0j), (1+0j), 0, 0, (1+0j), (1+0j)], (-1382.8532235939645-4609.510745313215j), blue
103, [1, 1, 1, 0, 0, 1, 1], [(1+0j), (1+0j), (1+0j), 0, 0, (1+0j), (1+0j)], (-1382.8532235939645-4606.177411979881j), blue
104, [0, 0, 0, 1, 0, 1, 1], [0, 0, 0, (1+0j), 0, (1+0j), (1+0j)], (-1248.2853223593966-4572.473708276178j), blue
105, [1, 0, 0, 1, 0, 1, 1], [(1+0j), 0, 0, (1+0j), 0, (1+0j), (1+0j)], (-1248.2853223593966-4569.140374942845j), blue
106, [0, 1, 0, 1, 0, 1, 1], [0, (1+0j), 0, (1+0j), 0, (1+0j), (1+0j)], (-1259.3964334705076-4572.473708276178j), blue
107, [1, 1, 0, 1, 0, 1, 1], [(1+0j), (1+0j), 0, (1+0j), 0, (1+0j), (1+0j)], (-1259.3964334705076-4569.140374942845j), blue
108, [0, 0, 1, 1, 0, 1, 1], [0, 0, (1+0j), (1+0j), 0, (1+0j), (1+0j)], (-1248.2853223593966-4609.510745313215j), blue
109, [1, 0, 1, 1, 0, 1, 1], [(1+0j), 0, (1+0j), (1+0j), 0, (1+0j), (1+0j)], (-1248.2853223593966-4606.177411979881j), blue
110, [0, 1, 1, 1, 0, 1, 1], [0, (1+0j), (1+0j), (1+0j), 0, (1+0j), (1+0j)], (-1259.3964334705076-4609.510745313215j), blue
111, [1, 1, 1, 1, 0, 1, 1], [(1+0j), (1+0j), (1+0j), (1+0j), 0, (1+0j), (1+0j)], (-1259.3964334705076-4606.177411979881j), blue
112, [0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, (1+0j), (1+0j), (1+0j)], (-1371.7421124828534-4160.951074531322j), blue
113, [1, 0, 0, 0, 1, 1, 1], [(1+0j), 0, 0, 0, (1+0j), (1+0j), (1+0j)], (-1371.7421124828534-4157.617741197988j), blue
114, [0, 1, 0, 0, 1, 1, 1], [0, (1+0j), 0, 0, (1+0j), (1+0j), (1+0j)], (-1382.8532235939645-4160.951074531322j), blue
115, [1, 1, 0, 0, 1, 1, 1], [(1+0j), (1+0j), 0, 0, (1+0j), (1+0j), (1+0j)], (-1382.8532235939645-4157.617741197988j), blue
116, [0, 0, 1, 0, 1, 1, 1], [0, 0, (1+0j), 0, (1+0j), (1+0j), (1+0j)], (-1371.7421124828534-4197.988111568358j), blue
