(0.0,-0.5),blue
(0.19134,-0.46194),red
(0.353555,-0.353555),green
(0.46194,-0.19134),orange
(0.5,0.0),black
(0.46194,0.19134),purple
(0.353555,0.353555),cyan
(0.19134,0.46194),magenta
(0.0,0.5),yellow
(-0.19134,0.46194),brown
(-0.353555,0.353555),lime
(-0.46194,0.19134),teal
(-0.5,0.0),pink
(-0.46194,-0.19134),lavender
(-0.353555,-0.353555),maroon
(-0.19134,-0.46194),olive
(0.6913400000000001,-0.96194),blue
(1.0068350000000001,-0.624155),red
(1.16905,-0.19134),green
(1.15328,0.2706),orange
(0.96194,0.6913400000000001),black
(0.624155,1.0068350000000001),purple
(0.19134,1.16905),cyan
(-0.2706,1.15328),magenta
(-0.6913400000000001,0.96194),yellow
(-1.0068350000000001,0.624155),brown
(-1.16905,0.19134),lime
(-1.15328,-0.2706),teal
(-0.96194,-0.6913400000000001),pink
(-0.624155,-1.0068350000000001),lavender
(-0.19134,-1.16905),maroon
(0.2706,-1.15328),olive
(-0.25,-0.25),blue
(-0.1353,-0.32664000000000004),red
(0.0,-0.353555),green
(0.1353,-0.32664000000000004),orange
(0.25,-0.25),black
(0.32664000000000004,-0.1353),purple
(0.353555,0.0),cyan
(0.32664000000000004,0.1353),magenta
(0.25,0.25),yellow
(0.1353,0.32664000000000004),brown
(0.0,0.353555),lime
(-0.1353,0.32664000000000004),teal
(-0.25,0.25),pink
(-0.32664000000000004,0.1353),lavender
(-0.353555,0.0),maroon
(-0.32664000000000004,-0.1353),olive
(0.24829124999999996,-0.34396125),blue
(0.36101750000000005,-0.222765),red
(0.41879,-0.06765),green
(0.4127950000000001,0.097765),orange
(0.34396125,0.24829124999999996),black
(0.222765,0.36101750000000005),purple
(0.06765,0.41879),cyan
(-0.097765,0.4127950000000001),magenta
(-0.24829124999999996,0.34396125),yellow
(-0.36101750000000005,0.222765),brown
(-0.41879,0.06765),lime
(-0.4127950000000001,-0.097765),teal
(-0.34396125,-0.24829124999999996),pink
(-0.222765,-0.36101750000000005),lavender
(-0.06765,-0.41879),maroon
(0.097765,-0.4127950000000001),olive
(-0.25170875000000004,-0.34396125),blue
(-0.1009225,-0.414105),red
(0.06523499999999999,-0.421205),green
(0.221455,-0.364175),orange
(0.34396125,-0.25170875000000004),black
(0.414105,-0.1009225),purple
(0.421205,0.06523499999999999),cyan
(0.364175,0.221455),magenta
(0.25170875000000004,0.34396125),yellow
(0.1009225,0.414105),brown
(-0.06523499999999999,0.421205),lime
(-0.221455,0.364175),teal
(-0.34396125,0.25170875000000004),pink
(-0.414105,0.1009225),lavender
(-0.421205,-0.06523499999999999),maroon
(-0.364175,-0.221455),olive
(0.39907750000000003,-0.9141050000000001),blue
(0.7185150000000001,-0.691805),red
(0.9285649999999999,-0.364175),green
(0.9972412500000001,0.018891249999999984),orange
(0.9141050000000001,0.39907750000000003),black
(0.691805,0.7185150000000001),purple
(0.364175,0.9285649999999999),cyan
(-0.018891249999999984,0.9972412500000001),magenta
(-0.39907750000000003,0.9141050000000001),yellow
(-0.7185150000000001,0.691805),brown
(-0.9285649999999999,0.364175),lime
(-0.9972412500000001,-0.018891249999999984),teal
