n, binary, revolving, gaussian, color
1, [1], [(1+0j)], (1+0j), blue
1, [1], [(0.80902+0.58779j)], (0.80902+0.58779j), red
1, [1], [(0.30902+0.95106j)], (0.30902+0.95106j), green
1, [1], [(-0.30902+0.95106j)], (-0.30902+0.95106j), orange
1, [1], [(-0.80902+0.58779j)], (-0.80902+0.58779j), black
1, [1], [(-1+0j)], (-1+0j), purple
1, [1], [(-0.80902-0.58779j)], (-0.80902-0.58779j), cyan
1, [1], [(-0.30902-0.95106j)], (-0.30902-0.95106j), magenta
1, [1], [(0.30902-0.95106j)], (0.30902-0.95106j), yellow
1, [1], [(0.80902-0.58779j)], (0.80902-0.58779j), brown
2, [1, 0], [(1+0j), 0], (0.6+0j), blue
2, [1, 0], [(0.80902+0.58779j), 0], (0.48541199999999995+0.352674j), red
2, [1, 0], [(0.30902+0.95106j), 0], (0.185412+0.570636j), green
2, [1, 0], [(-0.30902+0.95106j), 0], (-0.185412+0.570636j), orange
2, [1, 0], [(-0.80902+0.58779j), 0], (-0.48541199999999995+0.352674j), black
2, [1, 0], [(-1+0j), 0], (-0.6+0j), purple
2, [1, 0], [(-0.80902-0.58779j), 0], (-0.48541199999999995-0.352674j), cyan
2, [1, 0], [(-0.30902-0.95106j), 0], (-0.185412-0.570636j), magenta
2, [1, 0], [(0.30902-0.95106j), 0], (0.185412-0.570636j), yellow
2, [1, 0], [(0.80902-0.58779j), 0], (0.48541199999999995-0.352674j), brown
3, [1, 1], [(1+0j), (0.80902+0.58779j)], (1.40902+0.58779j), blue
3, [1, 1], [(0.80902+0.58779j), (0.30902+0.95106j)], (0.794432+1.303734j), red
3, [1, 1], [(0.30902+0.95106j), (-0.30902+0.95106j)], (-0.12360800000000002+1.521696j), green
3, [1, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j)], (-0.994432+1.158426j), orange
3, [1, 1], [(-0.80902+0.58779j), (-1+0j)], (-1.485412+0.352674j), black
3, [1, 1], [(-1+0j), (-0.80902-0.58779j)], (-1.40902-0.58779j), purple
3, [1, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j)], (-0.794432-1.303734j), cyan
3, [1, 1], [(-0.30902-0.95106j), (0.30902-0.95106j)], (0.12360800000000002-1.521696j), magenta
3, [1, 1], [(0.30902-0.95106j), (0.80902-0.58779j)], (0.994432-1.158426j), yellow
3, [1, 1], [(0.80902-0.58779j), (1+0j)], (1.485412-0.352674j), brown
4, [1, 0, 0], [(1+0j), 0, 0], (0.36+0j), blue
4, [1, 0, 0], [(0.80902+0.58779j), 0, 0], (0.2912472+0.2116044j), red
4, [1, 0, 0], [(0.30902+0.95106j), 0, 0], (0.1112472+0.3423816j), green
4, [1, 0, 0], [(-0.30902+0.95106j), 0, 0], (-0.1112472+0.3423816j), orange
4, [1, 0, 0], [(-0.80902+0.58779j), 0, 0], (-0.2912472+0.2116044j), black
4, [1, 0, 0], [(-1+0j), 0, 0], (-0.36+0j), purple
4, [1, 0, 0], [(-0.80902-0.58779j), 0, 0], (-0.2912472-0.2116044j), cyan
4, [1, 0, 0], [(-0.30902-0.95106j), 0, 0], (-0.1112472-0.3423816j), magenta
4, [1, 0, 0], [(0.30902-0.95106j), 0, 0], (0.1112472-0.3423816j), yellow
4, [1, 0, 0], [(0.80902-0.58779j), 0, 0], (0.2912472-0.2116044j), brown
5, [1, 0, 1], [(1+0j), 0, (0.80902+0.58779j)], (1.16902+0.58779j), blue
5, [1, 0, 1], [(0.80902+0.58779j), 0, (0.30902+0.95106j)], (0.6002672+1.1626644j), red
5, [1, 0, 1], [(0.30902+0.95106j), 0, (-0.30902+0.95106j)], (-0.19777280000000003+1.2934416j), green
5, [1, 0, 1], [(-0.30902+0.95106j), 0, (-0.80902+0.58779j)], (-0.9202672+0.9301716j), orange
5, [1, 0, 1], [(-0.80902+0.58779j), 0, (-1+0j)], (-1.2912472+0.2116044j), black
5, [1, 0, 1], [(-1+0j), 0, (-0.80902-0.58779j)], (-1.16902-0.58779j), purple
5, [1, 0, 1], [(-0.80902-0.58779j), 0, (-0.30902-0.95106j)], (-0.6002672-1.1626644j), cyan
5, [1, 0, 1], [(-0.30902-0.95106j), 0, (0.30902-0.95106j)], (0.19777280000000003-1.2934416j), magenta
5, [1, 0, 1], [(0.30902-0.95106j), 0, (0.80902-0.58779j)], (0.9202672-0.9301716j), yellow
5, [1, 0, 1], [(0.80902-0.58779j), 0, (1+0j)], (1.2912472-0.2116044j), brown
6, [1, 1, 0], [(1+0j), (0.80902+0.58779j), 0], (0.8454119999999999+0.352674j), blue
6, [1, 1, 0], [(0.80902+0.58779j), (0.30902+0.95106j), 0], (0.47665919999999995+0.7822404000000001j), red
6, [1, 1, 0], [(0.30902+0.95106j), (-0.30902+0.95106j), 0], (-0.07416479999999999+0.9130176000000001j), green
6, [1, 1, 0], [(-0.30902+0.95106j), (-0.80902+0.58779j), 0], (-0.5966592+0.6950556j), orange
6, [1, 1, 0], [(-0.80902+0.58779j), (-1+0j), 0], (-0.8912472+0.2116044j), black
6, [1, 1, 0], [(-1+0j), (-0.80902-0.58779j), 0], (-0.8454119999999999-0.352674j), purple
6, [1, 1, 0], [(-0.80902-0.58779j), (-0.30902-0.95106j), 0], (-0.47665919999999995-0.7822404000000001j), cyan
6, [1, 1, 0], [(-0.30902-0.95106j), (0.30902-0.95106j), 0], (0.07416479999999999-0.9130176000000001j), magenta
6, [1, 1, 0], [(0.30902-0.95106j), (0.80902-0.58779j), 0], (0.5966592-0.6950556j), yellow
6, [1, 1, 0], [(0.80902-0.58779j), (1+0j), 0], (0.8912472-0.2116044j), brown
7, [1, 1, 1], [(1+0j), (0.80902+0.58779j), (0.30902+0.95106j)], (1.154432+1.303734j), blue
7, [1, 1, 1], [(0.80902+0.58779j), (0.30902+0.95106j), (-0.30902+0.95106j)], (0.16763919999999993+1.7333004j), red
7, [1, 1, 1], [(0.30902+0.95106j), (-0.30902+0.95106j), (-0.80902+0.58779j)], (-0.8831848+1.5008076000000001j), green
7, [1, 1, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j), (-1+0j)], (-1.5966592+0.6950556j), orange
7, [1, 1, 1], [(-0.80902+0.58779j), (-1+0j), (-0.80902-0.58779j)], (-1.7002671999999999-0.3761856j), black
7, [1, 1, 1], [(-1+0j), (-0.80902-0.58779j), (-0.30902-0.95106j)], (-1.154432-1.303734j), purple
7, [1, 1, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j), (0.30902-0.95106j)], (-0.16763919999999993-1.7333004j), cyan
7, [1, 1, 1], [(-0.30902-0.95106j), (0.30902-0.95106j), (0.80902-0.58779j)], (0.8831848-1.5008076000000001j), magenta
7, [1, 1, 1], [(0.30902-0.95106j), (0.80902-0.58779j), (1+0j)], (1.5966592-0.6950556j), yellow
7, [1, 1, 1], [(0.80902-0.58779j), (1+0j), (0.80902+0.58779j)], (1.7002671999999999+0.3761856j), brown
8, [1, 0, 0, 0], [(1+0j), 0, 0, 0], (0.216+0j), blue
8, [1, 0, 0, 0], [(0.80902+0.58779j), 0, 0, 0], (0.17474831999999998+0.12696264000000002j), red
8, [1, 0, 0, 0], [(0.30902+0.95106j), 0, 0, 0], (0.06674832+0.20542896j), green
8, [1, 0, 0, 0], [(-0.30902+0.95106j), 0, 0, 0], (-0.06674832+0.20542896j), orange
8, [1, 0, 0, 0], [(-0.80902+0.58779j), 0, 0, 0], (-0.17474831999999998+0.12696264000000002j), black
8, [1, 0, 0, 0], [(-1+0j), 0, 0, 0], (-0.216+0j), purple
8, [1, 0, 0, 0], [(-0.80902-0.58779j), 0, 0, 0], (-0.17474831999999998-0.12696264000000002j), cyan
8, [1, 0, 0, 0], [(-0.30902-0.95106j), 0, 0, 0], (-0.06674832-0.20542896j), magenta
8, [1, 0, 0, 0], [(0.30902-0.95106j), 0, 0, 0], (0.06674832-0.20542896j), yellow
8, [1, 0, 0, 0], [(0.80902-0.58779j), 0, 0, 0], (0.17474831999999998-0.12696264000000002j), brown
9, [1, 0, 0, 1], [(1+0j), 0, 0, (0.80902+0.58779j)], (1.02502+0.58779j), blue
9, [1, 0, 0, 1], [(0.80902+0.58779j), 0, 0, (0.30902+0.95106j)], (0.48376832000000003+1.07802264j), red
9, [1, 0, 0, 1], [(0.30902+0.95106j), 0, 0, (-0.30902+0.95106j)], (-0.24227168000000002+1.15648896j), green
9, [1, 0, 0, 1], [(-0.30902+0.95106j), 0, 0, (-0.80902+0.58779j)], (-0.8757683199999999+0.79321896j), orange
9, [1, 0, 0, 1], [(-0.80902+0.58779j), 0, 0, (-1+0j)], (-1.17474832+0.12696264000000002j), black
9, [1, 0, 0, 1], [(-1+0j), 0, 0, (-0.80902-0.58779j)], (-1.02502-0.58779j), purple
9, [1, 0, 0, 1], [(-0.80902-0.58779j), 0, 0, (-0.30902-0.95106j)], (-0.48376832000000003-1.07802264j), cyan
9, [1, 0, 0, 1], [(-0.30902-0.95106j), 0, 0, (0.30902-0.95106j)], (0.24227168000000002-1.15648896j), magenta
9, [1, 0, 0, 1], [(0.30902-0.95106j), 0, 0, (0.80902-0.58779j)], (0.8757683199999999-0.79321896j), yellow
9, [1, 0, 0, 1], [(0.80902-0.58779j), 0, 0, (1+0j)], (1.17474832-0.12696264000000002j), brown
10, [1, 0, 1, 0], [(1+0j), 0, (0.80902+0.58779j), 0], (0.7014119999999999+0.352674j), blue
10, [1, 0, 1, 0], [(0.80902+0.58779j), 0, (0.30902+0.95106j), 0], (0.36016032+0.69759864j), red
10, [1, 0, 1, 0], [(0.30902+0.95106j), 0, (-0.30902+0.95106j), 0], (-0.11866368+0.77606496j), green
10, [1, 0, 1, 0], [(-0.30902+0.95106j), 0, (-0.80902+0.58779j), 0], (-0.5521603199999999+0.55810296j), orange
10, [1, 0, 1, 0], [(-0.80902+0.58779j), 0, (-1+0j), 0], (-0.7747483199999999+0.12696264000000002j), black
10, [1, 0, 1, 0], [(-1+0j), 0, (-0.80902-0.58779j), 0], (-0.7014119999999999-0.352674j), purple
10, [1, 0, 1, 0], [(-0.80902-0.58779j), 0, (-0.30902-0.95106j), 0], (-0.36016032-0.69759864j), cyan
10, [1, 0, 1, 0], [(-0.30902-0.95106j), 0, (0.30902-0.95106j), 0], (0.11866368-0.77606496j), magenta
10, [1, 0, 1, 0], [(0.30902-0.95106j), 0, (0.80902-0.58779j), 0], (0.5521603199999999-0.55810296j), yellow
10, [1, 0, 1, 0], [(0.80902-0.58779j), 0, (1+0j), 0], (0.7747483199999999-0.12696264000000002j), brown
11, [1, 0, 1, 1], [(1+0j), 0, (0.80902+0.58779j), (0.30902+0.95106j)], (1.010432+1.303734j), blue
11, [1, 0, 1, 1], [(0.80902+0.58779j), 0, (0.30902+0.95106j), (-0.30902+0.95106j)], (0.05114031999999996+1.64865864j), red
11, [1, 0, 1, 1], [(0.30902+0.95106j), 0, (-0.30902+0.95106j), (-0.80902+0.58779j)], (-0.9276836799999999+1.36385496j), green
11, [1, 0, 1, 1], [(-0.30902+0.95106j), 0, (-0.80902+0.58779j), (-1+0j)], (-1.55216032+0.55810296j), orange
11, [1, 0, 1, 1], [(-0.80902+0.58779j), 0, (-1+0j), (-0.80902-0.58779j)], (-1.58376832-0.46082736j), black
11, [1, 0, 1, 1], [(-1+0j), 0, (-0.80902-0.58779j), (-0.30902-0.95106j)], (-1.010432-1.303734j), purple
11, [1, 0, 1, 1], [(-0.80902-0.58779j), 0, (-0.30902-0.95106j), (0.30902-0.95106j)], (-0.05114031999999996-1.64865864j), cyan
11, [1, 0, 1, 1], [(-0.30902-0.95106j), 0, (0.30902-0.95106j), (0.80902-0.58779j)], (0.9276836799999999-1.36385496j), magenta
11, [1, 0, 1, 1], [(0.30902-0.95106j), 0, (0.80902-0.58779j), (1+0j)], (1.55216032-0.55810296j), yellow
11, [1, 0, 1, 1], [(0.80902-0.58779j), 0, (1+0j), (0.80902+0.58779j)], (1.58376832+0.46082736j), brown
12, [1, 1, 0, 0], [(1+0j), (0.80902+0.58779j), 0, 0], (0.5072472+0.2116044j), blue
12, [1, 1, 0, 0], [(0.80902+0.58779j), (0.30902+0.95106j), 0, 0], (0.28599552+0.46934424j), red
12, [1, 1, 0, 0], [(0.30902+0.95106j), (-0.30902+0.95106j), 0, 0], (-0.044498880000000005+0.5478105600000001j), green
12, [1, 1, 0, 0], [(-0.30902+0.95106j), (-0.80902+0.58779j), 0, 0], (-0.35799552+0.41703336j), orange
12, [1, 1, 0, 0], [(-0.80902+0.58779j), (-1+0j), 0, 0], (-0.5347483199999999+0.12696264000000002j), black
12, [1, 1, 0, 0], [(-1+0j), (-0.80902-0.58779j), 0, 0], (-0.5072472-0.2116044j), purple
12, [1, 1, 0, 0], [(-0.80902-0.58779j), (-0.30902-0.95106j), 0, 0], (-0.28599552-0.46934424j), cyan
12, [1, 1, 0, 0], [(-0.30902-0.95106j), (0.30902-0.95106j), 0, 0], (0.044498880000000005-0.5478105600000001j), magenta
12, [1, 1, 0, 0], [(0.30902-0.95106j), (0.80902-0.58779j), 0, 0], (0.35799552-0.41703336j), yellow
12, [1, 1, 0, 0], [(0.80902-0.58779j), (1+0j), 0, 0], (0.5347483199999999-0.12696264000000002j), brown
13, [1, 1, 0, 1], [(1+0j), (0.80902+0.58779j), 0, (0.30902+0.95106j)], (0.8162672+1.1626644j), blue
13, [1, 1, 0, 1], [(0.80902+0.58779j), (0.30902+0.95106j), 0, (-0.30902+0.95106j)], (-0.023024480000000014+1.42040424j), red
13, [1, 1, 0, 1], [(0.30902+0.95106j), (-0.30902+0.95106j), 0, (-0.80902+0.58779j)], (-0.85351888+1.13560056j), green
13, [1, 1, 0, 1], [(-0.30902+0.95106j), (-0.80902+0.58779j), 0, (-1+0j)], (-1.35799552+0.41703336j), orange
13, [1, 1, 0, 1], [(-0.80902+0.58779j), (-1+0j), 0, (-0.80902-0.58779j)], (-1.34376832-0.46082736j), black
13, [1, 1, 0, 1], [(-1+0j), (-0.80902-0.58779j), 0, (-0.30902-0.95106j)], (-0.8162672-1.1626644j), purple
13, [1, 1, 0, 1], [(-0.80902-0.58779j), (-0.30902-0.95106j), 0, (0.30902-0.95106j)], (0.023024480000000014-1.42040424j), cyan
13, [1, 1, 0, 1], [(-0.30902-0.95106j), (0.30902-0.95106j), 0, (0.80902-0.58779j)], (0.85351888-1.13560056j), magenta
13, [1, 1, 0, 1], [(0.30902-0.95106j), (0.80902-0.58779j), 0, (1+0j)], (1.35799552-0.41703336j), yellow
13, [1, 1, 0, 1], [(0.80902-0.58779j), (1+0j), 0, (0.80902+0.58779j)], (1.34376832+0.46082736j), brown
14, [1, 1, 1, 0], [(1+0j), (0.80902+0.58779j), (0.30902+0.95106j), 0], (0.6926592+0.7822404000000001j), blue
14, [1, 1, 1, 0], [(0.80902+0.58779j), (0.30902+0.95106j), (-0.30902+0.95106j), 0], (0.10058352000000001+1.03998024j), red
14, [1, 1, 1, 0], [(0.30902+0.95106j), (-0.30902+0.95106j), (-0.80902+0.58779j), 0], (-0.52991088+0.90048456j), green
14, [1, 1, 1, 0], [(-0.30902+0.95106j), (-0.80902+0.58779j), (-1+0j), 0], (-0.95799552+0.41703336j), orange
14, [1, 1, 1, 0], [(-0.80902+0.58779j), (-1+0j), (-0.80902-0.58779j), 0], (-1.02016032-0.22571135999999997j), black
