n, binary, revolving, gaussian, color
1, [1], [(1+0j)], (1+0j), blue
1, [1], [(0.80902-0.58779j)], (0.80902-0.58779j), red
1, [1], [(0.30902-0.95106j)], (0.30902-0.95106j), green
1, [1], [(-0.30902-0.95106j)], (-0.30902-0.95106j), orange
1, [1], [(-0.80902-0.58779j)], (-0.80902-0.58779j), black
1, [1], [(-1-0j)], (-1+0j), purple
1, [1], [(-0.80902+0.58779j)], (-0.80902+0.58779j), cyan
1, [1], [(-0.30902+0.95106j)], (-0.30902+0.95106j), magenta
1, [1], [(0.30902+0.95106j)], (0.30902+0.95106j), yellow
1, [1], [(0.80902+0.58779j)], (0.80902+0.58779j), brown
2, [1, 0], [(1+0j), 0], (-0.1+0.9j), blue
2, [1, 0], [(0.80902-0.58779j), 0], (0.448109+0.786897j), red
2, [1, 0], [(0.30902-0.95106j), 0], (0.825052+0.37322400000000006j), green
2, [1, 0], [(-0.30902-0.95106j), 0], (0.886856-0.183012j), orange
2, [1, 0], [(-0.80902-0.58779j), 0], (0.609913-0.6693389999999999j), black
2, [1, 0], [(-1-0j), 0], (0.1-0.9j), purple
2, [1, 0], [(-0.80902+0.58779j), 0], (-0.448109-0.786897j), cyan
2, [1, 0], [(-0.30902+0.95106j), 0], (-0.825052-0.37322400000000006j), magenta
2, [1, 0], [(0.30902+0.95106j), 0], (-0.886856+0.183012j), yellow
2, [1, 0], [(0.80902+0.58779j), 0], (-0.609913+0.6693389999999999j), brown
3, [1, 1], [(1+0j), (0.80902-0.58779j)], (0.70902+0.31221j), blue
3, [1, 1], [(0.80902-0.58779j), (0.30902-0.95106j)], (0.7571289999999999-0.16416300000000006j), red
3, [1, 1], [(0.30902-0.95106j), (-0.30902-0.95106j)], (0.516032-0.577836j), green
3, [1, 1], [(-0.30902-0.95106j), (-0.80902-0.58779j)], (0.07783600000000002-0.770802j), orange
3, [1, 1], [(-0.80902-0.58779j), (-1-0j)], (-0.39008699999999996-0.6693389999999999j), black
3, [1, 1], [(-1-0j), (-0.80902+0.58779j)], (-0.70902-0.31221j), purple
3, [1, 1], [(-0.80902+0.58779j), (-0.30902+0.95106j)], (-0.7571289999999999+0.16416300000000006j), cyan
3, [1, 1], [(-0.30902+0.95106j), (0.30902+0.95106j)], (-0.516032+0.577836j), magenta
3, [1, 1], [(0.30902+0.95106j), (0.80902+0.58779j)], (-0.07783600000000002+0.770802j), yellow
3, [1, 1], [(0.80902+0.58779j), (1+0j)], (0.39008699999999996+0.6693389999999999j), brown
4, [1, 0, 0], [(1+0j), 0, 0], (-0.8-0.18000000000000002j), blue
4, [1, 0, 0], [(0.80902-0.58779j), 0, 0], (-0.7530182000000001+0.3246084j), red
4, [1, 0, 0], [(0.30902-0.95106j), 0, 0], (-0.4184068000000001+0.7052244000000001j), green
4, [1, 0, 0], [(-0.30902-0.95106j), 0, 0], (0.07602519999999999+0.8164716000000001j), orange
4, [1, 0, 0], [(-0.80902-0.58779j), 0, 0], (0.5414138+0.6158556000000001j), black
4, [1, 0, 0], [(-1-0j), 0, 0], (0.8+0.18000000000000002j), purple
4, [1, 0, 0], [(-0.80902+0.58779j), 0, 0], (0.7530182000000001-0.3246084j), cyan
4, [1, 0, 0], [(-0.30902+0.95106j), 0, 0], (0.4184068000000001-0.7052244000000001j), magenta
4, [1, 0, 0], [(0.30902+0.95106j), 0, 0], (-0.07602519999999999-0.8164716000000001j), yellow
4, [1, 0, 0], [(0.80902+0.58779j), 0, 0], (-0.5414138-0.6158556000000001j), brown
5, [1, 0, 1], [(1+0j), 0, (0.80902-0.58779j)], (0.009019999999999917-0.7677900000000001j), blue
5, [1, 0, 1], [(0.80902-0.58779j), 0, (0.30902-0.95106j)], (-0.44399820000000007-0.6264516j), red
5, [1, 0, 1], [(0.30902-0.95106j), 0, (-0.30902-0.95106j)], (-0.7274268000000002-0.24583559999999993j), green
5, [1, 0, 1], [(-0.30902-0.95106j), 0, (-0.80902-0.58779j)], (-0.7329948+0.22868160000000004j), orange
5, [1, 0, 1], [(-0.80902-0.58779j), 0, (-1-0j)], (-0.45858620000000005+0.6158556000000001j), black
5, [1, 0, 1], [(-1-0j), 0, (-0.80902+0.58779j)], (-0.009019999999999917+0.7677900000000001j), purple
5, [1, 0, 1], [(-0.80902+0.58779j), 0, (-0.30902+0.95106j)], (0.44399820000000007+0.6264516j), cyan
5, [1, 0, 1], [(-0.30902+0.95106j), 0, (0.30902+0.95106j)], (0.7274268000000002+0.24583559999999993j), magenta
5, [1, 0, 1], [(0.30902+0.95106j), 0, (0.80902+0.58779j)], (0.7329948-0.22868160000000004j), yellow
5, [1, 0, 1], [(0.80902+0.58779j), 0, (1+0j)], (0.45858620000000005-0.6158556000000001j), brown
6, [1, 1, 0], [(1+0j), (0.80902-0.58779j), 0], (-0.35189100000000006+0.6068969999999999j), blue
6, [1, 1, 0], [(0.80902-0.58779j), (0.30902-0.95106j), 0], (0.07203379999999993+0.6978324j), red
6, [1, 1, 0], [(0.30902-0.95106j), (-0.30902-0.95106j), 0], (0.4684491999999999+0.5222124000000001j), green
6, [1, 1, 0], [(-0.30902-0.95106j), (-0.80902-0.58779j), 0], (0.6859382+0.14713260000000017j), orange
6, [1, 1, 0], [(-0.80902-0.58779j), (-1-0j), 0], (0.6414137999999999-0.28414439999999996j), black
6, [1, 1, 0], [(-1-0j), (-0.80902+0.58779j), 0], (0.35189100000000006-0.6068969999999999j), purple
6, [1, 1, 0], [(-0.80902+0.58779j), (-0.30902+0.95106j), 0], (-0.07203379999999993-0.6978324j), cyan
6, [1, 1, 0], [(-0.30902+0.95106j), (0.30902+0.95106j), 0], (-0.4684491999999999-0.5222124000000001j), magenta
6, [1, 1, 0], [(0.30902+0.95106j), (0.80902+0.58779j), 0], (-0.6859382-0.14713260000000017j), yellow
6, [1, 1, 0], [(0.80902+0.58779j), (1+0j), 0], (-0.6414137999999999+0.28414439999999996j), brown
7, [1, 1, 1], [(1+0j), (0.80902-0.58779j), (0.30902-0.95106j)], (-0.04287100000000005-0.3441630000000001j), blue
7, [1, 1, 1], [(0.80902-0.58779j), (0.30902-0.95106j), (-0.30902-0.95106j)], (-0.2369862000000001-0.2532276j), red
7, [1, 1, 1], [(0.30902-0.95106j), (-0.30902-0.95106j), (-0.80902-0.58779j)], (-0.34057080000000006-0.0655775999999999j), green
7, [1, 1, 1], [(-0.30902-0.95106j), (-0.80902-0.58779j), (-1-0j)], (-0.31406179999999995+0.14713260000000017j), orange
7, [1, 1, 1], [(-0.80902-0.58779j), (-1-0j), (-0.80902+0.58779j)], (-0.16760620000000004+0.30364560000000007j), black
7, [1, 1, 1], [(-1-0j), (-0.80902+0.58779j), (-0.30902+0.95106j)], (0.04287100000000005+0.3441630000000001j), purple
7, [1, 1, 1], [(-0.80902+0.58779j), (-0.30902+0.95106j), (0.30902+0.95106j)], (0.2369862000000001+0.2532276j), cyan
7, [1, 1, 1], [(-0.30902+0.95106j), (0.30902+0.95106j), (0.80902+0.58779j)], (0.34057080000000006+0.0655775999999999j), magenta
7, [1, 1, 1], [(0.30902+0.95106j), (0.80902+0.58779j), (1+0j)], (0.31406179999999995-0.14713260000000017j), yellow
7, [1, 1, 1], [(0.80902+0.58779j), (1+0j), (0.80902-0.58779j)], (0.16760620000000004-0.30364560000000007j), brown
8, [1, 0, 0, 0], [(1+0j), 0, 0, 0], (0.24200000000000005-0.7020000000000001j), blue
8, [1, 0, 0, 0], [(0.80902-0.58779j), 0, 0, 0], (-0.21684574000000004-0.71017722j), red
8, [1, 0, 0, 0], [(0.30902-0.95106j), 0, 0, 0], (-0.59286128-0.4470885600000001j), green
8, [1, 0, 0, 0], [(-0.30902-0.95106j), 0, 0, 0], (-0.7424269600000001-0.013224480000000038j), orange
8, [1, 0, 0, 0], [(-0.80902-0.58779j), 0, 0, 0], (-0.6084114200000001+0.42568686000000006j), black
8, [1, 0, 0, 0], [(-1-0j), 0, 0, 0], (-0.24200000000000005+0.7020000000000001j), purple
8, [1, 0, 0, 0], [(-0.80902+0.58779j), 0, 0, 0], (0.21684574000000004+0.71017722j), cyan
8, [1, 0, 0, 0], [(-0.30902+0.95106j), 0, 0, 0], (0.59286128+0.4470885600000001j), magenta
8, [1, 0, 0, 0], [(0.30902+0.95106j), 0, 0, 0], (0.7424269600000001+0.013224480000000038j), yellow
8, [1, 0, 0, 0], [(0.80902+0.58779j), 0, 0, 0], (0.6084114200000001-0.42568686000000006j), brown
9, [1, 0, 0, 1], [(1+0j), 0, 0, (0.80902-0.58779j)], (1.05102-1.28979j), blue
9, [1, 0, 0, 1], [(0.80902-0.58779j), 0, 0, (0.30902-0.95106j)], (0.09217425999999998-1.66123722j), red
9, [1, 0, 0, 1], [(0.30902-0.95106j), 0, 0, (-0.30902-0.95106j)], (-0.90188128-1.39814856j), green
9, [1, 0, 0, 1], [(-0.30902-0.95106j), 0, 0, (-0.80902-0.58779j)], (-1.55144696-0.6010144800000001j), orange
9, [1, 0, 0, 1], [(-0.80902-0.58779j), 0, 0, (-1-0j)], (-1.6084114200000001+0.42568686000000006j), black
9, [1, 0, 0, 1], [(-1-0j), 0, 0, (-0.80902+0.58779j)], (-1.05102+1.28979j), purple
9, [1, 0, 0, 1], [(-0.80902+0.58779j), 0, 0, (-0.30902+0.95106j)], (-0.09217425999999998+1.66123722j), cyan
9, [1, 0, 0, 1], [(-0.30902+0.95106j), 0, 0, (0.30902+0.95106j)], (0.90188128+1.39814856j), magenta
9, [1, 0, 0, 1], [(0.30902+0.95106j), 0, 0, (0.80902+0.58779j)], (1.55144696+0.6010144800000001j), yellow
9, [1, 0, 0, 1], [(0.80902+0.58779j), 0, 0, (1+0j)], (1.6084114200000001-0.42568686000000006j), brown
10, [1, 0, 1, 0], [(1+0j), 0, (0.80902-0.58779j), 0], (0.6901090000000001+0.08489699999999989j), blue
10, [1, 0, 1, 0], [(0.80902-0.58779j), 0, (0.30902-0.95106j), 0], (0.60820626-0.33695322j), red
10, [1, 0, 1, 0], [(0.30902-0.95106j), 0, (-0.30902-0.95106j), 0], (0.29399471999999993-0.63010056j), green
10, [1, 0, 1, 0], [(-0.30902-0.95106j), 0, (-0.80902-0.58779j), 0], (-0.13251396000000004-0.68256348j), orange
10, [1, 0, 1, 0], [(-0.80902-0.58779j), 0, (-1-0j), 0], (-0.5084114200000002-0.47431313999999997j), black
10, [1, 0, 1, 0], [(-1-0j), 0, (-0.80902+0.58779j), 0], (-0.6901090000000001-0.08489699999999989j), purple
10, [1, 0, 1, 0], [(-0.80902+0.58779j), 0, (-0.30902+0.95106j), 0], (-0.60820626+0.33695322j), cyan
10, [1, 0, 1, 0], [(-0.30902+0.95106j), 0, (0.30902+0.95106j), 0], (-0.29399471999999993+0.63010056j), magenta
10, [1, 0, 1, 0], [(0.30902+0.95106j), 0, (0.80902+0.58779j), 0], (0.13251396000000004+0.68256348j), yellow
10, [1, 0, 1, 0], [(0.80902+0.58779j), 0, (1+0j), 0], (0.5084114200000002+0.47431313999999997j), brown
11, [1, 0, 1, 1], [(1+0j), 0, (0.80902-0.58779j), (0.30902-0.95106j)], (0.9991290000000002-0.8661630000000001j), blue
11, [1, 0, 1, 1], [(0.80902-0.58779j), 0, (0.30902-0.95106j), (-0.30902-0.95106j)], (0.29918626-1.28801322j), red
11, [1, 0, 1, 1], [(0.30902-0.95106j), 0, (-0.30902-0.95106j), (-0.80902-0.58779j)], (-0.51502528-1.21789056j), green
11, [1, 0, 1, 1], [(-0.30902-0.95106j), 0, (-0.80902-0.58779j), (-1-0j)], (-1.13251396-0.68256348j), orange
11, [1, 0, 1, 1], [(-0.80902-0.58779j), 0, (-1-0j), (-0.80902+0.58779j)], (-1.3174314200000001+0.11347686000000007j), black
11, [1, 0, 1, 1], [(-1-0j), 0, (-0.80902+0.58779j), (-0.30902+0.95106j)], (-0.9991290000000002+0.8661630000000001j), purple
11, [1, 0, 1, 1], [(-0.80902+0.58779j), 0, (-0.30902+0.95106j), (0.30902+0.95106j)], (-0.29918626+1.28801322j), cyan
11, [1, 0, 1, 1], [(-0.30902+0.95106j), 0, (0.30902+0.95106j), (0.80902+0.58779j)], (0.51502528+1.21789056j), magenta
11, [1, 0, 1, 1], [(0.30902+0.95106j), 0, (0.80902+0.58779j), (1+0j)], (1.13251396+0.68256348j), yellow
11, [1, 0, 1, 1], [(0.80902+0.58779j), 0, (1+0j), (0.80902-0.58779j)], (1.3174314200000001-0.11347686000000007j), brown
12, [1, 1, 0, 0], [(1+0j), (0.80902-0.58779j), 0, 0], (-0.5110182000000001-0.37739160000000005j), blue
12, [1, 1, 0, 0], [(0.80902-0.58779j), (0.30902-0.95106j), 0, 0], (-0.6352525400000001-0.004952819999999969j), red
12, [1, 1, 0, 0], [(0.30902-0.95106j), (-0.30902-0.95106j), 0, 0], (-0.51683608+0.36938304j), green
12, [1, 1, 0, 0], [(-0.30902-0.95106j), (-0.80902-0.58779j), 0, 0], (-0.20101316000000014+0.6026311200000001j), orange
12, [1, 1, 0, 0], [(-0.80902-0.58779j), (-1-0j), 0, 0], (0.1915885799999999+0.60568686j), black
12, [1, 1, 0, 0], [(-1-0j), (-0.80902+0.58779j), 0, 0], (0.5110182000000001+0.37739160000000005j), purple
12, [1, 1, 0, 0], [(-0.80902+0.58779j), (-0.30902+0.95106j), 0, 0], (0.6352525400000001+0.004952819999999969j), cyan
12, [1, 1, 0, 0], [(-0.30902+0.95106j), (0.30902+0.95106j), 0, 0], (0.51683608-0.36938304j), magenta
12, [1, 1, 0, 0], [(0.30902+0.95106j), (0.80902+0.58779j), 0, 0], (0.20101316000000014-0.6026311200000001j), yellow
12, [1, 1, 0, 0], [(0.80902+0.58779j), (1+0j), 0, 0], (-0.1915885799999999-0.60568686j), brown
13, [1, 1, 0, 1], [(1+0j), (0.80902-0.58779j), 0, (0.30902-0.95106j)], (-0.20199820000000007-1.3284516000000002j), blue
13, [1, 1, 0, 1], [(0.80902-0.58779j), (0.30902-0.95106j), 0, (-0.30902-0.95106j)], (-0.94427254-0.95601282j), red
13, [1, 1, 0, 1], [(0.30902-0.95106j), (-0.30902-0.95106j), 0, (-0.80902-0.58779j)], (-1.3258560799999999-0.21840696000000004j), green
13, [1, 1, 0, 1], [(-0.30902-0.95106j), (-0.80902-0.58779j), 0, (-1-0j)], (-1.20101316+0.6026311200000001j), orange
13, [1, 1, 0, 1], [(-0.80902-0.58779j), (-1-0j), 0, (-0.80902+0.58779j)], (-0.6174314200000001+1.19347686j), black
13, [1, 1, 0, 1], [(-1-0j), (-0.80902+0.58779j), 0, (-0.30902+0.95106j)], (0.20199820000000007+1.3284516000000002j), purple
13, [1, 1, 0, 1], [(-0.80902+0.58779j), (-0.30902+0.95106j), 0, (0.30902+0.95106j)], (0.94427254+0.95601282j), cyan
