(0.0,-0.5),blue
(0.21694,-0.450485),red
(0.390915,-0.311745),green
(0.487465,-0.11126),orange
(0.487465,0.11126),black
(0.390915,0.311745),purple
(0.21694,0.450485),cyan
(0.0,0.5),magenta
(-0.21694,0.450485),yellow
(-0.390915,0.311745),brown
(-0.487465,0.11126),lime
(-0.487465,-0.11126),teal
(-0.390915,-0.311745),pink
(-0.21694,-0.450485),lavender
(0.700895,-1.5455474999999999),blue
(1.3020725000000002,-1.088385),red
(1.6453600000000002,-0.41564999999999996),green
(1.6627625000000001,0.33941000000000004),orange
(1.3508325,1.0272424999999998),black
(0.7713525,1.5116150000000002),purple
(0.03909999999999998,1.6965950000000003),cyan
(-0.700895,1.5455474999999999),magenta
(-1.3020725000000002,1.088385),yellow
(-1.6453600000000002,0.41564999999999996),brown
(-1.6627625000000001,-0.33941000000000004),lime
(-1.3508325,-1.0272424999999998),teal
(-0.7713525,-1.5116150000000002),pink
(-0.03909999999999998,-1.6965950000000003),lavender
